mapid_XBXXZ	level_XBXXZ	Title_XBXXZ	Npc_XBXXZ	Power_XBXXZ	Merit_XBXXZ
1029	19	无思.武曲星君	7048	4	61
1029	20	无思.益算星君	7049	4	63
1029	21	无思.贪狼星君	7050	4	65
1029	22	无思.司命星君	7051	4	67
1029	23	无思.破军星君	7052	4	69
1030	11	元载.廉贞星君	7053	5	46
1030	12	元载.禄存星君	7054	5	48
1030	13	元载.巨门星君	7055	5	50
1030	14	元载.度厄星君	7056	5	52
1030	15	元载.司禄星君	7057	5	54
1030	16	元载.延寿星君	7058	5	56
1030	17	元载.上生星君	7059	5	58
1030	18	元载.文曲星君	7060	5	60
1030	19	元载.武曲星君	7061	5	62
1030	20	元载.益算星君	7062	5	64
1030	21	元载.贪狼星君	7063	5	66
1030	22	元载.司命星君	7064	5	68
1030	23	元载.破军星君	7065	5	70
1031	11	灵明.廉贞星君	7066	6	48
1031	12	灵明.禄存星君	7067	6	50
1031	13	灵明.巨门星君	7068	6	52
1031	14	灵明.度厄星君	7069	6	54
1031	15	灵明.司禄星君	7070	6	56
1031	16	灵明.延寿星君	7071	6	58
1031	17	灵明.上生星君	7072	6	60
1031	18	灵明.文曲星君	7073	6	62
1031	19	灵明.武曲星君	7074	6	64
1031	20	灵明.益算星君	7075	6	66
1031	21	灵明.贪狼星君	7076	6	68
1031	22	灵明.司命星君	7077	6	70
1031	23	灵明.破军星君	7078	6	72
1032	11	赤明.廉贞星君	7079	7	50
1032	12	赤明.禄存星君	7080	7	52
1032	13	赤明.巨门星君	7081	7	54
1032	14	赤明.度厄星君	7082	7	56
1032	15	赤明.司禄星君	7083	7	58
1032	16	赤明.延寿星君	7084	7	60
1032	17	赤明.上生星君	7085	7	62
1032	18	赤明.文曲星君	7086	7	64
1032	19	赤明.武曲星君	7087	7	66
1032	20	赤明.益算星君	7088	7	68
1032	21	赤明.贪狼星君	7089	7	70
1032	22	赤明.司命星君	7090	7	72
1032	23	赤明.破军星君	7091	7	74
1033	11	太安.廉贞星君	7092	8	51
1033	12	太安.禄存星君	7093	8	53
1033	13	太安.巨门星君	7094	8	55
1033	14	太安.度厄星君	7095	8	57
1033	15	太安.司禄星君	7096	8	59
1033	16	太安.延寿星君	7097	8	61
1033	17	太安.上生星君	7098	8	63
1033	18	太安.文曲星君	7099	8	65
1033	19	太安.武曲星君	7100	8	67
1033	20	太安.益算星君	7101	8	69
1033	21	太安.贪狼星君	7102	8	71
1033	22	太安.司命星君	7103	8	73
1033	23	太安.破军星君	7104	8	75
1034	11	荣华.廉贞星君	7105	9	53
1034	12	荣华.禄存星君	7106	9	55
1034	13	荣华.巨门星君	7107	9	57
1034	14	荣华.度厄星君	7108	9	59
1034	15	荣华.司禄星君	7109	9	61
1034	16	荣华.延寿星君	7110	9	63
1034	17	荣华.上生星君	7111	9	65
1034	18	荣华.文曲星君	7112	9	67
1034	19	荣华.武曲星君	7113	9	69
1034	20	荣华.益算星君	7114	9	71
1034	21	荣华.贪狼星君	7115	9	73
1034	22	荣华.司命星君	7116	9	75
1034	23	荣华.破军星君	7117	9	77
1035	11	玄明.廉贞星君	7118	10	54
1035	12	玄明.禄存星君	7119	10	56
1035	13	玄明.巨门星君	7120	10	58
1035	14	玄明.度厄星君	7121	10	60
1035	15	玄明.司禄星君	7122	10	62
1035	16	玄明.延寿星君	7123	10	64
1035	17	玄明.上生星君	7124	10	66
1035	18	玄明.文曲星君	7125	10	68
1035	19	玄明.武曲星君	7126	10	70
1035	20	玄明.益算星君	7127	10	72
1035	21	玄明.贪狼星君	7128	10	74
1035	22	玄明.司命星君	7129	10	76
1035	23	玄明.破军星君	7130	10	78
1036	11	玄胎.廉贞星君	7131	11	56
1036	12	玄胎.禄存星君	7132	11	58
1036	13	玄胎.巨门星君	7133	11	60
1036	14	玄胎.度厄星君	7134	11	62
1036	15	玄胎.司禄星君	7135	11	64
1036	16	玄胎.延寿星君	7136	11	66
1036	17	玄胎.上生星君	7137	11	68
1036	18	玄胎.文曲星君	7138	11	70
1036	19	玄胎.武曲星君	7139	11	72
1036	20	玄胎.益算星君	7140	11	74
1036	21	玄胎.贪狼星君	7141	11	76
1036	22	玄胎.司命星君	7142	11	78
1036	23	玄胎.破军星君	7143	11	80
1037	11	太明.廉贞星君	7144	12	58
1037	12	太明.禄存星君	7145	12	60
1037	13	太明.巨门星君	7146	12	62
1037	14	太明.度厄星君	7147	12	64
1037	15	太明.司禄星君	7148	12	66
1037	16	太明.延寿星君	7149	12	68
1037	17	太明.上生星君	7150	12	70
1037	18	太明.文曲星君	7151	12	72
1037	19	太明.武曲星君	7152	12	74
1037	20	太明.益算星君	7153	12	76
1037	21	太明.贪狼星君	7154	12	78
1037	22	太明.司命星君	7155	12	80
1037	23	太明.破军星君	7156	12	82
1038	11	太黄.廉贞星君	7157	13	59
1038	12	太黄.禄存星君	7158	13	61
1038	13	太黄.巨门星君	7159	13	63
1038	14	太黄.度厄星君	7160	13	65
1038	15	太黄.司禄星君	7161	13	67
1038	16	太黄.延寿星君	7162	13	69
1038	17	太黄.上生星君	7163	13	71
1038	18	太黄.文曲星君	7164	13	73
1038	19	太黄.武曲星君	7165	13	75
1038	20	太黄.益算星君	7166	13	77
1038	21	太黄.贪狼星君	7167	13	79
1038	22	太黄.司命星君	7168	13	81
1038	23	太黄.破军星君	7169	13	83
1039	11	大罗.廉贞星君	7170	14	60
1039	12	大罗.禄存星君	7171	14	62
1039	13	大罗.巨门星君	7172	14	64
1039	14	大罗.度厄星君	7173	14	66
1039	15	大罗.司禄星君	7174	14	68
1039	16	大罗.延寿星君	7175	14	70
1039	17	大罗.上生星君	7176	14	72
1039	18	大罗.文曲星君	7177	14	74
1039	19	大罗.武曲星君	7178	14	76
1039	20	大罗.益算星君	7179	14	78
1039	21	大罗.贪狼星君	7180	14	80
1039	22	大罗.司命星君	7181	14	82
1039	23	大罗.破军星君	7182	14	84
1040	11	始皇.廉贞星君	7183	15	63
1040	12	始皇.禄存星君	7184	15	65
1040	13	始皇.巨门星君	7185	15	67
1040	14	始皇.度厄星君	7186	15	69
1040	15	始皇.司禄星君	7187	15	71
1040	16	始皇.延寿星君	7188	15	73
1040	17	始皇.上生星君	7189	15	75
1040	18	始皇.文曲星君	7190	15	77
1040	19	始皇.武曲星君	7191	15	79
1040	20	始皇.益算星君	7192	15	81
1040	21	始皇.贪狼星君	7193	15	83
1040	22	始皇.司命星君	7194	15	85
1040	23	始皇.破军星君	7195	15	87
1041	11	极风.廉贞星君	7196	16	66
1041	12	极风.禄存星君	7197	16	68
1041	13	极风.巨门星君	7198	16	70
1041	14	极风.度厄星君	7199	16	72
1041	15	极风.司禄星君	7200	16	74
1041	16	极风.延寿星君	7201	16	76
1041	17	极风.上生星君	7202	16	78
1041	18	极风.文曲星君	7203	16	80
1041	19	极风.武曲星君	7204	16	82
1041	20	极风.益算星君	7205	16	84
1041	21	极风.贪狼星君	7206	16	86
1041	22	极风.司命星君	7207	16	88
1041	23	极风.破军星君	7208	16	90
1042	11	光明.廉贞星君	7209	17	70
1042	12	光明.禄存星君	7210	17	72
1042	13	光明.巨门星君	7211	17	74
1042	14	光明.度厄星君	7212	17	76
1042	15	光明.司禄星君	7213	17	78
1042	16	光明.延寿星君	7214	17	80
1042	17	光明.上生星君	7215	17	82
1042	18	光明.文曲星君	7216	17	84
1042	19	光明.武曲星君	7217	17	86
1042	20	光明.益算星君	7218	17	88
1042	21	光明.贪狼星君	7219	17	90
1042	22	光明.司命星君	7220	17	92
1042	23	光明.破军星君	7221	17	94
1043	11	虚无.廉贞星君	7222	18	73
1043	12	虚无.禄存星君	7223	18	75
1043	13	虚无.巨门星君	7224	18	77
1043	14	虚无.度厄星君	7225	18	79
1043	15	虚无.司禄星君	7226	18	81
1043	16	虚无.延寿星君	7227	18	83
1043	17	虚无.上生星君	7228	18	85
1043	18	虚无.文曲星君	7229	18	87
1043	19	虚无.武曲星君	7230	18	89
1043	20	虚无.益算星君	7231	18	91
1043	21	虚无.贪狼星君	7232	18	93
1043	22	虚无.司命星君	7233	18	95
1043	23	虚无.破军星君	7234	18	97
1044	11	七曜.廉贞星君	7235	19	76
1044	12	七曜.禄存星君	7236	19	78
1044	13	七曜.巨门星君	7237	19	80
1044	14	七曜.度厄星君	7238	19	82
1044	15	七曜.司禄星君	7239	19	84
1044	16	七曜.延寿星君	7240	19	86
1044	17	七曜.上生星君	7241	19	88
1044	18	七曜.文曲星君	7242	19	90
1044	19	七曜.武曲星君	7243	19	92
1044	20	七曜.益算星君	7244	19	94
1044	21	七曜.贪狼星君	7245	19	96
1044	22	七曜.司命星君	7246	19	98
1044	23	七曜.破军星君	7247	19	100
1045	11	皇笳.廉贞星君	7248	20	80
1045	12	皇笳.禄存星君	7249	20	82
1045	13	皇笳.巨门星君	7250	20	84
1045	14	皇笳.度厄星君	7251	20	86
1045	15	皇笳.司禄星君	7252	20	88
1045	16	皇笳.延寿星君	7253	20	90
1045	17	皇笳.上生星君	7254	20	92
1045	18	皇笳.文曲星君	7255	20	94
1045	19	皇笳.武曲星君	7256	20	96
1045	20	皇笳.益算星君	7257	20	98
1045	21	皇笳.贪狼星君	7258	20	100
1045	22	皇笳.司命星君	7259	20	102
1045	23	皇笳.破军星君	7260	20	104
1046	11	太皇.廉贞星君	7261	21	83
1046	12	太皇.禄存星君	7262	21	85
1046	13	太皇.巨门星君	7263	21	87
1046	14	太皇.度厄星君	7264	21	89
1046	15	太皇.司禄星君	7265	21	91
1046	16	太皇.延寿星君	7266	21	93
1046	17	太皇.上生星君	7267	21	95
1046	18	太皇.文曲星君	7268	21	97
1046	19	太皇.武曲星君	7269	21	99
1046	20	太皇.益算星君	7270	21	101
1046	21	太皇.贪狼星君	7271	21	103
1046	22	太皇.司命星君	7272	21	105
1046	23	太皇.破军星君	7273	21	107
1047	11	太极.廉贞星君	7274	22	85
1047	12	太极.禄存星君	7275	22	87
1047	13	太极.巨门星君	7276	22	89
1047	14	太极.度厄星君	7277	22	91
1047	15	太极.司禄星君	7278	22	93
1047	16	太极.延寿星君	7279	22	95
1047	17	太极.上生星君	7280	22	97
1047	18	太极.文曲星君	7281	22	99
1047	19	太极.武曲星君	7282	22	101
1047	20	太极.益算星君	7283	22	103
1047	21	太极.贪狼星君	7284	22	105
1047	22	太极.司命星君	7285	22	107
1047	23	太极.破军星君	7286	22	109
1048	11	玄武.廉贞星君	7287	23	100
1048	12	玄武.禄存星君	7288	23	102
1048	13	玄武.巨门星君	7289	23	104
1048	14	玄武.度厄星君	7290	23	106
1048	15	玄武.司禄星君	7291	23	108
1048	16	玄武.延寿星君	7292	23	110
1048	17	玄武.上生星君	7293	23	112
1048	18	玄武.文曲星君	7294	23	114
1048	19	玄武.武曲星君	7295	23	116
1048	20	玄武.益算星君	7296	23	118
1048	21	玄武.贪狼星君	7297	23	120
1048	22	玄武.司命星君	7298	23	122
1048	23	玄武.破军星君	7299	23	124
1049	11	朱雀.廉贞星君	7300	24	103
1049	12	朱雀.禄存星君	7301	24	105
1049	13	朱雀.巨门星君	7302	24	107
1049	14	朱雀.度厄星君	7303	24	109
1049	15	朱雀.司禄星君	7304	24	111
1049	16	朱雀.延寿星君	7305	24	113
1049	17	朱雀.上生星君	7306	24	115
1049	18	朱雀.文曲星君	7307	24	117
1049	19	朱雀.武曲星君	7308	24	119
1049	20	朱雀.益算星君	7309	24	121
1049	21	朱雀.贪狼星君	7310	24	123
1049	22	朱雀.司命星君	7311	24	125
1049	23	朱雀.破军星君	7312	24	127
1050	11	白虎.廉贞星君	7313	25	106
1050	12	白虎.禄存星君	7314	25	108
1050	13	白虎.巨门星君	7315	25	110
1050	14	白虎.度厄星君	7316	25	112
1050	15	白虎.司禄星君	7317	25	114
1050	16	白虎.延寿星君	7318	25	116
1050	17	白虎.上生星君	7319	25	118
1050	18	白虎.文曲星君	7320	25	120
1050	19	白虎.武曲星君	7321	25	122
1050	20	白虎.益算星君	7322	25	124
1050	21	白虎.贪狼星君	7323	25	126
1050	22	白虎.司命星君	7324	25	128
1050	23	白虎.破军星君	7325	25	130
1051	11	青龙.廉贞星君	7326	26	110
1051	12	青龙.禄存星君	7327	26	112
1051	13	青龙.巨门星君	7328	26	114
1051	14	青龙.度厄星君	7329	26	116
1051	15	青龙.司禄星君	7330	26	118
1051	16	青龙.延寿星君	7331	26	120
1051	17	青龙.上生星君	7332	26	122
1051	18	青龙.文曲星君	7333	26	124
1051	19	青龙.武曲星君	7334	26	126
1051	20	青龙.益算星君	7335	26	128
1051	21	青龙.贪狼星君	7336	26	130
1051	22	青龙.司命星君	7337	26	132
1051	23	青龙.破军星君	7338	26	134
1052	11	大焚.廉贞星君	7339	27	113
1052	12	大焚.禄存星君	7340	27	115
1052	13	大焚.巨门星君	7341	27	117
1052	14	大焚.度厄星君	7342	27	119
1052	15	大焚.司禄星君	7343	27	121
1052	16	大焚.延寿星君	7344	27	123
1052	17	大焚.上生星君	7345	27	125
1052	18	大焚.文曲星君	7346	27	127
1052	19	大焚.武曲星君	7347	27	129
1052	20	大焚.益算星君	7348	27	131
1052	21	大焚.贪狼星君	7349	27	133
1052	22	大焚.司命星君	7350	27	135
1052	23	大焚.破军星君	7351	27	137
1053	11	东极.廉贞星君	7352	28	180
1053	12	东极.禄存星君	7353	28	182
1053	13	东极.巨门星君	7354	28	184
1053	14	东极.度厄星君	7355	28	186
1053	15	东极.司禄星君	7356	28	188
1053	16	东极.延寿星君	7357	28	190
1053	17	东极.上生星君	7358	28	192
1053	18	东极.文曲星君	7359	28	194
1053	19	东极.武曲星君	7360	28	196
1053	20	东极.益算星君	7361	28	198
1053	21	东极.贪狼星君	7362	28	200
1053	22	东极.司命星君	7363	28	202
1053	23	东极.破军星君	7364	28	204
1054	11	西极.廉贞星君	7365	29	183
1054	12	西极.禄存星君	7366	29	185
1054	13	西极.巨门星君	7367	29	187
1054	14	西极.度厄星君	7368	29	189
1054	15	西极.司禄星君	7369	29	191
1054	16	西极.延寿星君	7370	29	193
1054	17	西极.上生星君	7371	29	195
1054	18	西极.文曲星君	7372	29	197
1054	19	西极.武曲星君	7373	29	199
1054	20	西极.益算星君	7374	29	201
1054	21	西极.贪狼星君	7375	29	203
1054	22	西极.司命星君	7376	29	205
1054	23	西极.破军星君	7377	29	207
1055	11	南极.廉贞星君	7378	30	186
1055	12	南极.禄存星君	7379	30	188
1055	13	南极.巨门星君	7380	30	190
1055	14	南极.度厄星君	7381	30	192
1055	15	南极.司禄星君	7382	30	194
1055	16	南极.延寿星君	7383	30	196
1055	17	南极.上生星君	7384	30	198
1055	18	南极.文曲星君	7385	30	200
1055	19	南极.武曲星君	7386	30	202
1055	20	南极.益算星君	7387	30	204
1055	21	南极.贪狼星君	7388	30	206
1055	22	南极.司命星君	7389	30	208
1055	23	南极.破军星君	7390	30	210
1056	11	北极.廉贞星君	7391	31	190
1056	12	北极.禄存星君	7392	31	192
1056	13	北极.巨门星君	7393	31	194
1056	14	北极.度厄星君	7394	31	196
1056	15	北极.司禄星君	7395	31	198
1056	16	北极.延寿星君	7396	31	200
1056	17	北极.上生星君	7397	31	202
1056	18	北极.文曲星君	7398	31	204
1056	19	北极.武曲星君	7399	31	206
1056	20	北极.益算星君	7400	31	208
1056	21	北极.贪狼星君	7401	31	210
1056	22	北极.司命星君	7402	31	212
1056	23	北极.破军星君	7403	31	214
1057	11	皇地.廉贞星君	7404	32	193
1057	12	皇地.禄存星君	7405	32	195
1057	13	皇地.巨门星君	7406	32	197
1057	14	皇地.度厄星君	7407	32	199
1057	15	皇地.司禄星君	7408	32	201
1057	16	皇地.延寿星君	7409	32	203
1057	17	皇地.上生星君	7410	32	205
1057	18	皇地.文曲星君	7411	32	207
1057	19	皇地.武曲星君	7412	32	209
1057	20	皇地.益算星君	7413	32	211
1057	21	皇地.贪狼星君	7414	32	213
1057	22	皇地.司命星君	7415	32	215
1057	23	皇地.破军星君	7416	32	217
1058	11	玉皇.廉贞星君	7417	33	200
1058	12	玉皇.禄存星君	7418	33	202
1058	13	玉皇.巨门星君	7419	33	204
1058	14	玉皇.度厄星君	7420	33	206
1058	15	玉皇.司禄星君	7421	33	208
1058	16	玉皇.延寿星君	7422	33	210
1058	17	玉皇.上生星君	7423	33	212
1058	18	玉皇.文曲星君	7424	33	214
1058	19	玉皇.武曲星君	7425	33	216
1058	20	玉皇.益算星君	7426	33	218
1058	21	玉皇.贪狼星君	7427	33	220
1058	22	玉皇.司命星君	7428	33	222
1058	23	玉皇.破军星君	7429	33	224
1060	11	枉死.廉贞星君	7430	34	80
1060	12	枉死.禄存星君	7431	34	82
1060	13	枉死.巨门星君	7432	34	84
1060	14	枉死.度厄星君	7433	34	86
1060	15	枉死.司禄星君	7434	34	88
1060	16	枉死.延寿星君	7435	34	90
1060	17	枉死.上生星君	7436	34	92
1060	18	枉死.文曲星君	7437	34	94
1060	19	枉死.武曲星君	7438	34	96
1060	20	枉死.益算星君	7439	34	98
1060	21	枉死.贪狼星君	7440	34	100
1060	22	枉死.司命星君	7441	34	102
1060	23	枉死.破军星君	7442	34	104
1061	11	火山.廉贞星君	7443	35	83
1061	12	火山.禄存星君	7444	35	85
1061	13	火山.巨门星君	7445	35	87
1061	14	火山.度厄星君	7446	35	89
1061	15	火山.司禄星君	7447	35	91
1061	16	火山.延寿星君	7448	35	93
1061	17	火山.上生星君	7449	35	95
1061	18	火山.文曲星君	7450	35	97
1061	19	火山.武曲星君	7451	35	99
1061	20	火山.益算星君	7452	35	101
1061	21	火山.贪狼星君	7453	35	103
1061	22	火山.司命星君	7454	35	105
1061	23	火山.破军星君	7455	35	107
1062	11	白骨.廉贞星君	7456	36	86
1062	12	白骨.禄存星君	7457	36	88
1062	13	白骨.巨门星君	7458	36	90
1062	14	白骨.度厄星君	7459	36	92
1062	15	白骨.司禄星君	7460	36	94
1062	16	白骨.延寿星君	7461	36	96
1062	17	白骨.上生星君	7462	36	98
1062	18	白骨.文曲星君	7463	36	100
1062	19	白骨.武曲星君	7464	36	102
1062	20	白骨.益算星君	7465	36	104
1062	21	白骨.贪狼星君	7466	36	106
1062	22	白骨.司命星君	7467	36	108
1062	23	白骨.破军星君	7468	36	110
1063	11	乱魂.廉贞星君	7469	37	90
1063	12	乱魂.禄存星君	7470	37	92
1063	13	乱魂.巨门星君	7471	37	94
1063	14	乱魂.度厄星君	7472	37	96
1063	15	乱魂.司禄星君	7473	37	98
1063	16	乱魂.延寿星君	7474	37	100
1063	17	乱魂.上生星君	7475	37	102
1063	18	乱魂.文曲星君	7476	37	104
1063	19	乱魂.武曲星君	7477	37	106
1063	20	乱魂.益算星君	7478	37	108
1063	21	乱魂.贪狼星君	7479	37	110
1063	22	乱魂.司命星君	7480	37	112
1063	23	乱魂.破军星君	7481	37	114
1064	11	黑绳.廉贞星君	7482	38	100
1064	12	黑绳.禄存星君	7483	38	102
1064	13	黑绳.巨门星君	7484	38	104
1064	14	黑绳.度厄星君	7485	38	106
1064	15	黑绳.司禄星君	7486	38	108
1064	16	黑绳.延寿星君	7487	38	110
1064	17	黑绳.上生星君	7488	38	112
1064	18	黑绳.文曲星君	7489	38	114
1064	19	黑绳.武曲星君	7490	38	116
1064	20	黑绳.益算星君	7491	38	118
1064	21	黑绳.贪狼星君	7492	38	120
1064	22	黑绳.司命星君	7493	38	122
1064	23	黑绳.破军星君	7494	38	124
1065	11	寂静.廉贞星君	7495	39	103
1065	12	寂静.禄存星君	7496	39	105
1065	13	寂静.巨门星君	7497	39	107
1065	14	寂静.度厄星君	7498	39	109
1065	15	寂静.司禄星君	7499	39	111
1065	16	寂静.延寿星君	7500	39	113
1065	17	寂静.上生星君	7501	39	115
1065	18	寂静.文曲星君	7502	39	117
1065	19	寂静.武曲星君	7503	39	119
1065	20	寂静.益算星君	7504	39	121
1065	21	寂静.贪狼星君	7505	39	123
1065	22	寂静.司命星君	7506	39	125
1065	23	寂静.破军星君	7507	39	127
1066	11	血莲.廉贞星君	7508	40	106
1066	12	血莲.禄存星君	7509	40	108
1066	13	血莲.巨门星君	7510	40	110
1066	14	血莲.度厄星君	7511	40	112
1066	15	血莲.司禄星君	7512	40	114
1066	16	血莲.延寿星君	7513	40	116
1066	17	血莲.上生星君	7514	40	118
1066	18	血莲.文曲星君	7515	40	120
1066	19	血莲.武曲星君	7516	40	122
1066	20	血莲.益算星君	7517	40	124
1066	21	血莲.贪狼星君	7518	40	126
1066	22	血莲.司命星君	7519	40	128
1066	23	血莲.破军星君	7520	40	130
1067	11	血池.廉贞星君	7521	41	110
1067	12	血池.禄存星君	7522	41	112
1067	13	血池.巨门星君	7523	41	114
1067	14	血池.度厄星君	7524	41	116
1067	15	血池.司禄星君	7525	41	118
1067	16	血池.延寿星君	7526	41	120
1067	17	血池.上生星君	7527	41	122
1067	18	血池.文曲星君	7528	41	124
1067	19	血池.武曲星君	7529	41	126
1067	20	血池.益算星君	7530	41	128
1067	21	血池.贪狼星君	7531	41	130
1067	22	血池.司命星君	7532	41	132
1067	23	血池.破军星君	7533	41	134
1068	11	哀嚎.廉贞星君	7534	42	113
1068	12	哀嚎.禄存星君	7535	42	115
1068	13	哀嚎.巨门星君	7536	42	117
1068	14	哀嚎.度厄星君	7537	42	119
1068	15	哀嚎.司禄星君	7538	42	121
1068	16	哀嚎.延寿星君	7539	42	123
1068	17	哀嚎.上生星君	7540	42	125
1068	18	哀嚎.文曲星君	7541	42	127
1068	19	哀嚎.武曲星君	7542	42	129
1068	20	哀嚎.益算星君	7543	42	131
1068	21	哀嚎.贪狼星君	7544	42	133
1068	22	哀嚎.司命星君	7545	42	135
1068	23	哀嚎.破军星君	7546	42	137
1069	11	阴灵.廉贞星君	7547	43	116
1069	12	阴灵.禄存星君	7548	43	118
1069	13	阴灵.巨门星君	7549	43	120
1069	14	阴灵.度厄星君	7550	43	122
1069	15	阴灵.司禄星君	7551	43	124
1069	16	阴灵.延寿星君	7552	43	126
1069	17	阴灵.上生星君	7553	43	128
1069	18	阴灵.文曲星君	7554	43	130
1069	19	阴灵.武曲星君	7555	43	132
1069	20	阴灵.益算星君	7556	43	134
1069	21	阴灵.贪狼星君	7557	43	136
1069	22	阴灵.司命星君	7558	43	138
1069	23	阴灵.破军星君	7559	43	140
1070	11	怨魂.廉贞星君	7560	44	119
1070	12	怨魂.禄存星君	7561	44	121
1070	13	怨魂.巨门星君	7562	44	123
1070	14	怨魂.度厄星君	7563	44	125
1070	15	怨魂.司禄星君	7564	44	127
1070	16	怨魂.延寿星君	7565	44	129
1070	17	怨魂.上生星君	7566	44	131
1070	18	怨魂.文曲星君	7567	44	133
1070	19	怨魂.武曲星君	7568	44	135
1070	20	怨魂.益算星君	7569	44	137
1070	21	怨魂.贪狼星君	7570	44	139
1070	22	怨魂.司命星君	7571	44	141
1070	23	怨魂.破军星君	7572	44	143
1071	11	冥冬.廉贞星君	7573	45	120
1071	12	冥冬.禄存星君	7574	45	122
1071	13	冥冬.巨门星君	7575	45	124
1071	14	冥冬.度厄星君	7576	45	126
1071	15	冥冬.司禄星君	7577	45	128
1071	16	冥冬.延寿星君	7578	45	130
1071	17	冥冬.上生星君	7579	45	132
1071	18	冥冬.文曲星君	7580	45	134
1071	19	冥冬.武曲星君	7581	45	136
1071	20	冥冬.益算星君	7582	45	138
1071	21	冥冬.贪狼星君	7583	45	140
1071	22	冥冬.司命星君	7584	45	142
1071	23	冥冬.破军星君	7585	45	144
1072	11	永夜.廉贞星君	7586	46	123
1072	12	永夜.禄存星君	7587	46	125
1072	13	永夜.巨门星君	7588	46	127
1072	14	永夜.度厄星君	7589	46	129
1072	15	永夜.司禄星君	7590	46	131
1072	16	永夜.延寿星君	7591	46	133
1072	17	永夜.上生星君	7592	46	135
1072	18	永夜.文曲星君	7593	46	137
1072	19	永夜.武曲星君	7594	46	139
1072	20	永夜.益算星君	7595	46	141
1072	21	永夜.贪狼星君	7596	46	143
1072	22	永夜.司命星君	7597	46	145
1072	23	永夜.破军星君	7598	46	147
1073	11	寒冰.廉贞星君	7599	47	140
1073	12	寒冰.禄存星君	7600	47	142
1073	13	寒冰.巨门星君	7601	47	144
1073	14	寒冰.度厄星君	7602	47	146
1073	15	寒冰.司禄星君	7603	47	148
1073	16	寒冰.延寿星君	7604	47	150
1073	17	寒冰.上生星君	7605	47	152
1073	18	寒冰.文曲星君	7606	47	154
1073	19	寒冰.武曲星君	7607	47	156
1073	20	寒冰.益算星君	7608	47	158
1073	21	寒冰.贪狼星君	7609	47	160
1073	22	寒冰.司命星君	7610	47	162
1073	23	寒冰.破军星君	7611	47	164
1074	11	阿鼻.廉贞星君	7612	48	160
1074	12	阿鼻.禄存星君	7613	48	162
1074	13	阿鼻.巨门星君	7614	48	164
1074	14	阿鼻.度厄星君	7615	48	166
1074	15	阿鼻.司禄星君	7616	48	168
1074	16	阿鼻.延寿星君	7617	48	170
1074	17	阿鼻.上生星君	7618	48	172
1074	18	阿鼻.文曲星君	7619	48	174
1074	19	阿鼻.武曲星君	7620	48	176
1074	20	阿鼻.益算星君	7621	48	178
1074	21	阿鼻.贪狼星君	7622	48	180
1074	22	阿鼻.司命星君	7623	48	182
1074	23	阿鼻.破军星君	7624	48	184
1075	11	阴阳.廉贞星君	7625	49	163
1075	12	阴阳.禄存星君	7626	49	165
1075	13	阴阳.巨门星君	7627	49	167
1075	14	阴阳.度厄星君	7628	49	169
1075	15	阴阳.司禄星君	7629	49	171
1075	16	阴阳.延寿星君	7630	49	173
1075	17	阴阳.上生星君	7631	49	175
1075	18	阴阳.文曲星君	7632	49	177
1075	19	阴阳.武曲星君	7633	49	179
1075	20	阴阳.益算星君	7634	49	181
1075	21	阴阳.贪狼星君	7635	49	183
1075	22	阴阳.司命星君	7636	49	185
1075	23	阴阳.破军星君	7637	49	187
1076	11	红莲.廉贞星君	7638	50	180
1076	12	红莲.禄存星君	7639	50	182
1076	13	红莲.巨门星君	7640	50	184
1076	14	红莲.度厄星君	7641	50	186
1076	15	红莲.司禄星君	7642	50	188
1076	16	红莲.延寿星君	7643	50	190
1076	17	红莲.上生星君	7644	50	192
1076	18	红莲.文曲星君	7645	50	194
1076	19	红莲.武曲星君	7646	50	196
1076	20	红莲.益算星君	7647	50	198
1076	21	红莲.贪狼星君	7648	50	200
1076	22	红莲.司命星君	7649	50	202
1076	23	红莲.破军星君	7650	50	204
1077	11	青莲.廉贞星君	7651	51	182
1077	12	青莲.禄存星君	7652	51	184
1077	13	青莲.巨门星君	7653	51	186
1077	14	青莲.度厄星君	7654	51	188
1077	15	青莲.司禄星君	7655	51	190
1077	16	青莲.延寿星君	7656	51	192
1077	17	青莲.上生星君	7657	51	194
1077	18	青莲.文曲星君	7658	51	196
1077	19	青莲.武曲星君	7659	51	198
1077	20	青莲.益算星君	7660	51	200
1077	21	青莲.贪狼星君	7661	51	202
1077	22	青莲.司命星君	7662	51	204
1077	23	青莲.破军星君	7663	51	206
1078	11	无间.廉贞星君	7664	52	200
1078	12	无间.禄存星君	7665	52	202
1078	13	无间.巨门星君	7666	52	204
1078	14	无间.度厄星君	7667	52	206
1078	15	无间.司禄星君	7668	52	208
1078	16	无间.延寿星君	7669	52	210
1078	17	无间.上生星君	7670	52	212
1078	18	无间.文曲星君	7671	52	214
1078	19	无间.武曲星君	7672	52	216
1078	20	无间.益算星君	7673	52	218
1078	21	无间.贪狼星君	7674	52	220
1078	22	无间.司命星君	7675	52	222
1078	23	无间.破军星君	7676	52	224
1080	11	剧毒.廉贞星君	7677	53	100
1080	12	剧毒.禄存星君	7678	53	102
1080	13	剧毒.巨门星君	7679	53	104
1080	14	剧毒.度厄星君	7680	53	106
1080	15	剧毒.司禄星君	7681	53	108
1080	16	剧毒.延寿星君	7682	53	110
1080	17	剧毒.上生星君	7683	53	112
