ID_XBXXZ	Name_XBXXZ	Level_XBXXZ	Type_XBXXZ	MaxNum_XBXXZ	Quality_XBXXZ	AutoSell_XBXXZ	Use_XBXXZ	BuyPrice_XBXXZ	GoldPrice_XBXXZ	GongDe_XBXXZ	Recovery_XBXXZ	Desc_XBXXZ	Legend_XBXXZ	Icon_XBXXZ	MinAttack_XBXXZ	MaxAttack_XBXXZ	MinDefence_XBXXZ	MaxDefence_XBXXZ	MinWAttack_XBXXZ	MaxWAttack_XBXXZ	MinMAttack_XBXXZ	MaxMAttack_XBXXZ	MinGAttack_XBXXZ	MaxGAttack_XBXXZ	MinPAttack_XBXXZ	MaxPAttack_XBXXZ	MinDodge_XBXXZ	MaxDodge_XBXXZ	MinBang_XBXXZ	MaxBang_XBXXZ	MinASpeed_XBXXZ	MaxASpeed_XBXXZ	MinMSpeed_XBXXZ	MaxMSpeed_XBXXZ	MinAntiMine_XBXXZ	MaxAntiMine_XBXXZ	Body_XBXXZ	Soul_XBXXZ	UseLimit_XBXXZ
804	[本命]盘龙炉图纸	1	28	1	10		1				10	炼制[本命]盘龙炉的图纸，炼器炉：盘龙炉成为本命法宝后，将觉醒炼制高级法宝的能力。本命法宝事关重大，请谨慎考虑此宝是否最合适！		328																									
805	[本命]五行炉图纸	1	28	1	10		1				10	炼制[本命]五行炉的图纸，炼器炉：五行炉成为本命法宝后，将觉醒炼制法宝时威力增加的能力。本命法宝事关重大，请谨慎考虑此宝是否最合适！		328																									
806	[本命]焚天炉图纸	1	28	1	10		1				10	炼制[本命]焚天炉的图纸，炼器炉：焚天炉成为本命法宝后，将觉醒推演图纸的能力。本命法宝事关重大，请谨慎考虑此宝是否最合适！		328																									
807	[本命]先天龟甲图纸	1	28	1	10		1				10	炼制[本命]先天龟甲的图纸，先天龟甲成为本命法宝后，将觉醒降低破阵时间。本命法宝事关重大，请谨慎考虑此宝是否最合适！		328																									
808	[本命]玄武罗盘图纸	1	28	1	10		1				10	炼制[本命]玄武罗盘的图纸，玄武罗盘成为本命法宝后，将觉醒推演阵图的能力。本命法宝事关重大，请谨慎考虑此宝是否最合适！		328																									
809	法宝碎片	1	28	999	1		1			100	1	仙器炼制失败时产生的碎片，可以用于喂养本命法宝，帮助本命法宝升级！		177																									
810	御兽真诀		10	1	9		1		100	1000	35	使用后，可以学到功法：《御兽真诀》，可孵化、御使妖族类仙兽。		154	900																								2
811	御鬼真诀		10	1	9		1		200	2000	35	使用后，可以学到功法：《御鬼真诀》，可孵化、御使鬼族类仙兽。		154	901																								2
812	御魔真诀		10	1	9		1		300	3000	35	使用后，可以学到功法：《御魔真诀》，可孵化、御使魔族类仙兽。		154	902																								2
813	御海真诀		10	1	9		1		300	3000	35	使用后，可以学到功法：《御海真诀》，可孵化、御使海族类仙兽。		154	903																								2
814	御龙真诀		10	1	9		1		500	5000	35	使用后，可以学到功法：《御龙真诀》，可孵化、御使龙族类仙兽，该秘诀只有男性界主方可掌握。		154	904																								2
815	御凤真诀		10	1	9		1		500	5000	35	使用后，可以学到功法：《御凤真诀》，可孵化、御使凤族类仙兽，该秘诀只有女性界主方可掌握。		154	905																								2
816	劣质妖丹	1	33	9999	9		1			100	1	斩杀妖魔后得到的妖丹，可以喂养守护兽，增加1000经验！		548	1000																								
817	兽圈	1	28	9999	10		1			100		仙兽岛盛产的宝物，可以在门派宝库中兑换各种宠物蛋。		250																									
818	神犬蛋[兽]	1	32	999	3		1		50	500	1	掌握：《御兽法决》，可孵化出一只兽族的戊戌神犬，戊戌年限量珍藏。兽族宠物能力较低，只有1星品质，散仙以后不建议兑换。神犬出生时忠诚为100，固定为3星攻击型，是日后进入“血浮屠小世界”赚取声望的好助手，请善待。		598																									
819	神犬蛋[妖]	1	32	999	6		1		100	1000	1	掌握：《御兽真诀》，可孵化出一只妖族的戊戌神犬，戊戌年限量珍藏。神犬出生时忠诚为100，固定为3星攻击型，是日后进入“血浮屠小世界”赚取声望的好助手，请善待。		594																									
820	神犬蛋[魔]	1	32	999	6		1		100	1000	1	掌握：《御魔真诀》，可孵化出一只魔族的戊戌神犬，戊戌年限量珍藏。神犬出生时忠诚为100，固定为3星攻击型，是日后进入“血浮屠小世界”赚取声望的好助手，请善待。		597																									
821	神犬蛋[鬼]	1	32	999	6		1		100	1000	1	掌握：《御鬼真诀》，可孵化出一只鬼族的戊戌神犬，戊戌年限量珍藏。神犬出生时忠诚为100，固定为3星攻击型，是日后进入“血浮屠小世界”赚取声望的好助手，请善待。		596																									
822	御兽法诀		10	1	3		1		50	500	35	凡人即可掌握的功法，使用后，可以学到功法：《御兽法决》，可孵化、御使兽族类仙兽。兽族宠物能力较低，只有1星品质，散仙以后不建议兑换。		154	906																								2
823	红莲业火	1	28	9999	10		1		50	500	1000	大焚天的特产，是火系修士梦寐以求的至宝，同时也是火系仙兽的至爱。		607																									
824	如意	1	28	9999	10		1		50	500		如意如意，万事如意！持有者可称心如意！		609																									
825	万仙真诀残卷	1	28	9999	10		1		50	500	5000	万仙大会时，长生大帝将南极天秘法送给与会的众道友，凑齐七张残卷，可兑换《万仙真诀》一本。多余的残卷可在集市出售。		606																									
826	七品仙丹	1	1	99	7		1		15	150	80	增加玄仙渡劫成功率5%，天劫时使用。		114																									
827	八品仙丹	1	1	99	7		1		15	150	80	增加仙君渡劫成功率5%，天劫时使用。		114																									
828	九品仙丹	1	1	99	7		1		15	150	80	增加仙尊渡劫成功率5%，天劫时使用。		114																									
829	一转劫丹	1	1	99	7		1		15	150	80	增加准帝仙渡劫成功率5%，天劫时使用。		114																									
830	二转劫丹	1	1	99	7		1		15	150	80	增加帝仙渡劫成功率5%，天劫时使用。		114																									
831	三转劫丹	1	1	99	7		1		15	150	80	增加准圣渡劫成功率5%，天劫时使用。		114																									
832	四转劫丹	1	1	99	7		1		15	150	80	增加圣人渡劫成功率5%，天劫时使用。		114																									
833	五转劫丹	1	1	99	7		1		15	150	80	增加一转圣人渡劫成功率5%，天劫时使用。		114																									
834	六转劫丹	1	1	99	7		1		15	150	80	增加二转圣人渡劫成功率5%，天劫时使用。		114																									
835	七转劫丹	1	1	99	7		1		15	150	80	增加三转圣人渡劫成功率5%，天劫时使用。		114																									
836	八转劫丹	1	1	99	7		1		15	150	80	增加四转圣人渡劫成功率5%，天劫时使用。		114																									
837	九转劫丹	1	1	99	7		1		15	150	80	增加五转圣人渡劫成功率5%，天劫时使用。		114																									
838	十转劫丹	1	1	99	7		1		15	150	80	增加六转圣人渡劫成功率5%，天劫时使用。		114																									
839	十一转劫丹	1	1	99	7		1		15	150	80	增加七转圣人渡劫成功率5%，天劫时使用。		114																									
840	十二转劫丹	1	1	99	7		1		15	150	80	增加八转圣人渡劫成功率5%，天劫时使用。		114																									
841	十三转劫丹	1	1	99	7		1		15	150	80	增加九转圣人渡劫成功率5%，天劫时使用。		114																									
1001	落羽弓	1	11	1	1	1	0	50			5	可在战斗中增加1~10点攻击，对妖族有额外伤害加成。	长期与妖魔的战斗中，人族修士发现，对于动作迅猛的妖族而言，神弓才是先下手为强的最佳法宝。	212	1	10	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1002	碎星弓	1	11	1	3	1	0	500			15	可在战斗中增加21~30点攻击，对妖族有额外伤害加成。	用九天坠落而下的陨石打磨成的宝弓，富含星辉之力，开弓之时，箭矢与弓身都散发着莹莹蓝光，神秘无比，而且穿透力极强	213	21	30	0	0	24	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1003	追魂弓	1	11	1	5	1	0	1000			25	可在战斗中增加41~50点攻击，对妖族有额外伤害加成。	自上古流传下来的神弓，采用神秘材料打造的秘器，一旦锁定目标，箭出必要见血，威胁巨大，让人防不胜防	214	41	50	0	0	48	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1004	飞凤弓	1	11	1	7	1	0	3000			35	可在战斗中增加61~70点攻击，对妖族有额外伤害加成。	神木梧桐炼制的宝弓，因神兽凤凰常年栖居桐木之上，天生自带凤火属性，其神圣的净化能力对妖族杀伤巨大	215	61	70	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1005	贪狼弓	1	11	1	9	1	0	10000			45	可在战斗中增加81~90点攻击，对妖族有额外伤害加成。	煞气浓郁的黑色石弓，相传是贪狼遗留人间的碎骨所炼制，煞气融入箭矢之中，杀伤力惊人！但若无足够定力，持弓者都极有可能为煞气趁虚而入，迷失心智	216	81	90	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1006	陨铁剑	1	11	1	1	1	0	50			5	可在战斗中增加1~10点攻击，对魔族有额外伤害加成。	由高质量的陨铁炼制而成。各大门派的外门低级弟子，几乎人手一把。	180	1	10	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1007	百年桃木剑	1	11	1	1	1	0	50			5	可在战斗中增加1~10点攻击，对鬼族有额外伤害加成。	幽冥地府内的厉鬼魂，常游荡到人间肆虐，终有一日，有路过修士不忍凡人遭受屠戮，传授凡夫俗子使用百年桃木制作成简易的辟邪法器，对付低级的鬼魂有特殊奇效。	181	1	10	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1008	离魂剑	1	11	1	2	1	0	200			10	可在战斗中增加11~20点攻击，对魔族有额外伤害加成。	特殊材料炼制的武器，对于元神体与灵魂体的杀伤力巨大，对魔族以及鬼道邪士有着巨大的威胁	182	11	20	0	0	0	0	12	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1009	碎梦剑	1	11	1	2	1	0	200			10	可在战斗中增加11~20点攻击，对鬼族有额外伤害加成。	千年软玉打磨的软剑，对于灵力却有很好的传导性，剑出如惊鸿，断金碎石，锋利无比，即便号称金刚不坏的炼体者，也不敢轻撄其锋	183	11	20	0	0	0	0	0	0	12	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1010	破魔剑	1	11	1	3	1	0	500			15	可在战斗中增加21~30点攻击，对魔族有额外伤害加成。	修真界炼器大师欧冶子炼制的名器，剑身雕刻破魔阵法，对魔族有着极大的杀伤力，是修真界难得的宝物	184	21	30	0	0	0	0	24	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1011	辟邪剑	1	11	1	3	1	0	500			15	可在战斗中增加21~30点攻击，对鬼族有额外伤害加成。	炼器大师欧冶子炼制的名器，采用万年桃木精华配合陨晶打造而成，剑成之日，剑芒冲霄，诸邪不侵	185	21	30	0	0	0	0	0	0	24	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1012	血河剑	1	11	1	4	1	0	800			20	可在战斗中增加31~40点攻击，对魔族有额外伤害加成。	血炼之物，相传是杀神白起坑杀30万魔族采集魔族血精所炼制，剑成之日，血光滔天，杀气冲霄，让魔族见之胆寒	186	31	40	0	0	0	0	36	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1013	逐日剑	1	11	1	4	1	0	800			20	可在战斗中增加31~40点攻击，对鬼族有额外伤害加成。	奇物耀日石打磨成的神剑，呈现淡红色半透，非金非木，本身就有着浓郁的日炎精华，再经过炼器名家的炼制，辅之阵法，威势更加惊人，剑出之时，日炎熊熊而出，犹如战神附体	187	31	40	0	0	0	0	0	0	36	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1014	破天剑	1	11	1	5	1	0	1000			25	可在战斗中增加41~50点攻击，对魔族有额外伤害加成。	上古流传下来的名剑，不知来历，但是威势惊人，剑若出鞘，剑气破云，因而得名	188	41	50	0	0	0	0	48	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1015	天魔剑	1	11	1	5	1	0	1000			25	可在战斗中增加41~50点攻击，对鬼族有额外伤害加成。	采用天魔角打造而成的魔剑，剑出之时，伴随着天魔怒啸，魔气滚滚而出，对于魔族以及鬼族有着先天压制，即便修炼灵气的正道人士，与之相斗，也会显得束手束脚，怕为魔气所侵害	189	41	50	0	0	0	0	0	0	48	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1016	燕支剑	1	11	1	6	1	0	2000			30	可在战斗中增加51~60点攻击，对魔族有额外伤害加成。	上古流传下来的名剑，不知来历，剑尖诡异如春燕展翅，其上镶嵌有一个音波攻击阵法，剑动之时如百燕齐鸣，扰人心智。	190	51	60	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1017	含光剑	1	11	1	6	1	0	2000			30	可在战斗中增加51~60点攻击，对鬼族有额外伤害加成。	采自万丈雪山下的冰晶精华炼制而成的神兵，寒气逼人，剑身透明，灵力蕴藏在上，剑动之时，湛湛生辉，犹如光带，炫丽与杀机并存	191	51	60	0	0	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1018	承影剑	1	11	1	7	1	0	3000			35	可在战斗中增加61~70点攻击，对魔族有额外伤害加成。	未知材质打造的上古名剑，剑身薄如蝉翼，锋利无匹，即便佛门金刚不坏身大成者，也不敢以肉身与之拼斗	192	61	70	0	0	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1019	灭魂剑	1	11	1	7	1	0	3000			35	可在战斗中增加61~70点攻击，对鬼族有额外伤害加成。	天外神秘陨铁打造的神剑，具有吸收元神的诡异功效，灵魂体和元神体一旦被其所伤，都会被其吸收，是鬼族的克星	193	61	70	0	0	0	0	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1020	白虹剑	1	11	1	8	1	0	5000			40	可在战斗中增加71~80点攻击，对魔族有额外伤害加成。	上古高人采集九天灵雾炼制而成的神器，平时为无形彩雾缚于手腕，对敌时化剑而出，气势如虹，可在有形无质、有质无形之间随意转换，极难对付	194	71	80	0	0	0	0	84	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1021	九阳剑	1	11	1	8	1	0	5000			40	可在战斗中增加71~80点攻击，对鬼族有额外伤害加成。	采用万年玄精钨铁锻造而成，剑身为九个并排的太阳雕刻，持有者可将灵力关注其内，传闻若是九日皆注满灵力，才能发挥出神剑的真正威力，可移山填海，甚至切下九天星辰	195	71	80	0	0	0	0	0	0	84	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1022	太荒剑	1	11	1	9	1	0	10000			45	可在战斗中增加81~90点攻击，对魔族有额外伤害加成。	天生地养的先天剑胎，无锋无鞘，重逾千斤，出剑之时地动山摇，威势惊人，犹如与整个大敌为战，这种先天神器，无人敢小觑	195	81	90	0	0	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1023	天问剑	1	11	1	9	1	0	10000			45	可在战斗中增加81~90点攻击，对鬼族有额外伤害加成。	九天星陨石中孕育的神兵利器，天铸神形，内蕴先天剑阵，一剑出，万剑相合，剑气冲九霄，让敌者心胆俱裂	195	81	90	0	0	0	0	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1024	百炼刀	1	11	1	1	1	0	50			5	可在战斗中增加1~10点攻击，对人族有额外伤害加成。	曾经名噪一时的魔门百刀门最低级弟子使用的武器。随着百刀门被灭门，百炼刀成为随处可见的	196	1	10	0	0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	
1025	饮血刀	1	11	1	1	1	0	50			5	可在战斗中增加1~10点攻击，战斗中有机会进入狂暴状态。	据说原本是凡人将军的武器，因饮血过多，开始通灵，进阶成为法器。	197	1	10	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	
1026	深渊刀	1	11	1	2	1	0	200			10	可在战斗中增加11~20点攻击，对人族有额外伤害加成。	刀黑入墨，由千年寒铁所铸，寒气逼人，一经催发，灵力稍弱者可瞬间被冻裂而亡	198	11	20	0	0	0	0	0	0	0	0	12	24	0	0	0	0	0	0	0	0	0	0	0	0	
1027	渤海刀	1	11	1	2	1	0	200			10	可在战斗中增加11~20点攻击，战斗中有机会进入狂暴状态。	刀如其名，每次挥动，刀势如同海潮一般直扑敌手，风声如同大海咆哮，威势惊人，不但弱可削弱敌方气势，还能让使用者进入狂暴状态	199	11	20	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	
1028	金刚刀	1	11	1	3	1	0	500			15	可在战斗中增加21~30点攻击，对人族有额外伤害加成。	金刚石打造的透明宝刀，锋利异常，尤其是对于练就金刚不坏的炼体者，杀伤效果十分显著	200	21	30	0	0	0	0	0	0	0	0	24	40	0	0	0	0	0	0	0	0	0	0	0	0	
1029	盘龙刀	1	11	1	3	1	0	500			15	可在战斗中增加21~30点攻击，战斗中有机会进入狂暴状态。	相传是由龙角锻造而成的神刀，刀身雕刻龙纹，栩栩如生，刀势一起，如真龙盘绕在身，龙吟震人心魄	201	21	30	0	0	0	0	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0	0	0	
1030	追风刀	1	11	1	4	1	0	800			20	可在战斗中增加31~40点攻击，对人族有额外伤害加成。	镶嵌有风属性晶核的刀器，可增加持刀者的灵敏度和出刀速度，高手近战过招，快一分便可掌握先机	202	31	40	0	0	0	0	0	0	0	0	36	58	0	0	0	0	0	0	0	0	0	0	0	0	
1031	月狂刀	1	11	1	4	1	0	800			20	可在战斗中增加31~40点攻击，战斗中有机会进入狂暴状态。	修真界难得一见的秘器，刀身犹如玄月倒挂，一旦吸足月辉之力，刀芒万丈，威力倍增，甚至可让持刀者短时间进入狂暴状态，灵力暴增	203	31	40	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	
1032	玄冥刀	1	11	1	5	1	0	1000			25	可在战斗中增加41~50点攻击，对人族有额外伤害加成。	修真界臭名昭彰的鬼器，以万鬼戾气炼制，一旦出鞘，周围百丈鬼气森森，犹如玄冥地狱，而鬼气无孔不入，对生命体有着极大的伤害	204	41	50	0	0	0	0	0	0	0	0	48	70	0	0	0	0	0	0	0	0	0	0	0	0	
1033	灭世刀	1	11	1	5	1	0	1000			25	可在战斗中增加41~50点攻击，战斗中有机会进入狂暴状态。	魔器，相传初代主人乃是千年前一统魔族的灭世老人，后虽被封印，但威势犹存，魔刀所向，万魔拜服。	205	41	50	0	0	0	0	0	0	0	0	0	0	0	0	13	25	0	0	0	0	0	0	0	0	
1034	辟魔刀	1	11	1	6	1	0	2000			30	可在战斗中增加51~60点攻击，对人族有额外伤害加成。	上古流传下来的魔刀，相传是由魔族锻造大师亲手打造，据说专门加入了对付人族的魔法，对人族的伤害尤其巨大	206	51	60	0	0	0	0	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	
1035	雷光刀	1	11	1	6	1	0	2000			30	可在战斗中增加51~60点攻击，战斗中有机会进入狂暴状态。	炼器高人收集九天神雷打造的神兵宝器，自带雷电属性，攻击惊人，先天克制邪物，是正道护道之器之一	207	51	60	0	0	0	0	0	0	0	0	0	0	0	0	16	30	0	0	0	0	0	0	0	0	
1036	星虹刀	1	11	1	7	1	0	3000			35	可在战斗中增加61~70点攻击，对人族有额外伤害加成。	天外陨石精华炼造的宝刀，刀芒之中伴随着点点星辉，灿烂之中却蕴藏莫名杀机，尤其对灵力有着极强的穿透力，让人忌惮	208	61	70	0	0	0	0	0	0	0	0	72	124	0	0	0	0	0	0	0	0	0	0	0	0	
1037	青魔刀	1	11	1	7	1	0	3000			35	可在战斗中增加61~70点攻击，战斗中有机会进入狂暴状态。	以魔兽青魔角打造的兵刃，刀身坚固异常，而青魔角本身就具有震荡心魂的效果，与之战斗，需要始终心神守一，否则后果难料	209	61	70	0	0	0	0	0	0	0	0	0	0	0	0	19	35	0	0	0	0	0	0	0	0	
1038	蚀天刀	1	11	1	8	1	0	5000			40	可在战斗中增加71~80点攻击，对人族有额外伤害加成。	凝聚万灵戾气滋生的先天魔器，刀身漆黑如同黑洞一般，可吞蚀生灵心智，在修道界臭名昭彰，但却为魔族所追捧。	210	71	80	0	0	0	0	0	0	0	0	84	150	0	0	0	0	0	0	0	0	0	0	0	0	
1039	青龙刀	1	11	1	8	1	0	5000			40	可在战斗中增加71~80点攻击，战斗中有机会进入狂暴状态。	相传是青龙的脊椎骨打造的神兵，刀身雕刻龙鳞如同真龙降世，出刀之时，龙吟震天，威势惊人	211	71	80	0	0	0	0	0	0	0	0	0	0	0	0	22	40	0	0	0	0	0	0	0	0	
1040	墨魂刀	1	11	1	9	1	0	10000			45	可在战斗中增加81~90点攻击，对人族有额外伤害加成。	上古流传下来的魔器，用三十万人族生魂与精血打造的魔兵，噬灵夺魄，为正道人士最想毁掉却又忌惮不已的魔兵	211	81	90	0	0	0	0	0	0	0	0	96	178	0	0	0	0	0	0	0	0	0	0	0	0	
1041	死狱刀	1	11	1	9	1	0	10000			45	可在战斗中增加81~90点攻击，战斗中有机会进入狂暴状态。	相传是来自幽冥地府的通幽鬼兵，刀身雕刻十八层地狱景象，随着使用者能力越高，就能打通地狱的通道，释放地狱恶鬼配合作战，恐怖无边	211	81	90	0	0	0	0	0	0	0	0	0	0	0	0	25	45	0	0	0	0	0	0	0	0	
1101	清风袍	1	13	1	1	1	0	300			5	渡劫时增加1~10点雷抗	正派人士入门级的法袍，几乎人手一件。	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	50	0	
1102	明月袍	1	13	1	1	1	0	300			5	战斗时增加1~10点防御	正派人士入门级的法袍，几乎人手一件。	261	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	
1103	金蚕袍	1	13	1	2	1	0	1200			10	渡劫时增加11~20点雷抗	百年金蚕丝炼制的长袍，精美华丽，防御惊人	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	60	0	
1104	乾坤袍	1	13	1	2	1	0	1200			10	战斗时增加11~20点防御	绢绣乾坤防御阵法的法袍，有着强大的防御力	263	0	0	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	
1105	天罡袍	1	13	1	3	1	0	3000			15	渡劫时增加21~30点雷抗	护身法袍，遇到攻击时，可激发天罡北斗护身阵，想要攻破可非易事	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	30	70	0	
1106	磐龙袍	1	13	1	3	1	0	3000			15	战斗时增加21~30点防御	绢绣有磐龙戏珠的华贵长袍，关键时刻可激发磐龙护体	265	0	0	21	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	
1107	七星袍	1	13	1	4	1	0	4800			20	渡劫时增加31~40点雷抗	法袍之上的七颗大星绣图连成一线，可激发星辰之力，七星连珠，攻防一体	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	40	80	0	
1108	碧霞袍	1	13	1	4	1	0	4800			20	战斗时增加31~40点防御	月白色的长袍绣着蓝色的云霞，是修真界出名的防御类法器，防御惊人	267	0	0	31	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	
1109	肃魂袍	1	13	1	5	1	0	6000			25	渡劫时增加41~50点雷抗	修真界出名的防御类法袍，对于雷电攻击以及精神攻击都有着很好的防御效果	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	50	90	0	
1110	破魄袍	1	13	1	5	1	0	6000			25	战斗时增加41~50点防御	修真界出名的防御类法袍，可帮助穿戴者抱元守一，不易受到心魂冲击	269	0	0	41	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	
1111	灭魔袍	1	13	1	6	1	0	12000			30	渡劫时增加51~60点雷抗	对魔气和鬼气都有很好的防御效果，穿戴在身，魔气自动避退，不可侵身	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	60	100	0	
1112	游龙袍	1	13	1	6	1	0	12000			30	战斗时增加51~60点防御	绢绣有五爪金龙的极品法袍，一旦激发，金龙盘绕周身游走，防御大增	271	0	0	51	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
1113	青云袍	1	13	1	7	1	0	18000			35	渡劫时增加61~70点雷抗	蓝青色的流云飞袍，攻防一体，是修界极品法袍之一，激发之后十丈之内云雾缭绕，不但防御惊人，还能隐藏自身行踪	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	70	120	0	
1114	八卦袍	1	13	1	7	1	0	18000			35	战斗时增加61~70点防御	将先天八卦阵融入法袍之中，不仅助长了防御，甚至还为穿戴者增加了五行攻击属性	273	0	0	61	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	
1115	两仪袍	1	13	1	8	1	0	30000			40	渡劫时增加71~80点雷抗	太极门历代门主所穿的法袍，其上的两仪道图凝聚有历代掌门的修为，防御几不可破，乃是太极门的镇派之宝	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	80	150	0	
1116	雷神袍	1	13	1	8	1	0	30000			40	战斗时增加71~80点防御	用九天神雷炼制的法袍，不但百邪不侵，还能附加雷电攻击效果，诸多妙用，为拥有者自知	275	0	0	71	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	
1117	追云靴	1	12	1	1	1	0	50			5	增加速度1~10点，速度高可优先攻击。	正派人士入门级的软靴，几乎人手一件。	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	
1118	无痕靴	1	12	1	1	1	0	50			5	增加闪避1~10点，有机会躲过敌人的攻击。	正派人士入门级的软靴，几乎人手一件。	229	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	
1119	青云靴	1	12	1	2	1	0	200			10	增加速度11~20点，速度高可优先攻击。	上等蚕丝与兽皮炼制的战靴，轻盈美观，可提升穿戴者的移动速度	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	0	
1120	逐电靴	1	12	1	2	1	0	200			10	增加闪避11~20点，有机会躲过敌人的攻击。	上等蚕丝与兽皮炼制的战靴，轻盈美观，可提升穿戴者的移动速度	231	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	0	0	0	0	0	
1121	流云靴	1	12	1	3	1	0	500			15	增加速度21~30点，速度高可优先攻击。	绢绣有流云阵法的战靴，必要时可激活阵法，增加穿戴着的移动速度，如流云飞袖，来去无痕	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	30	0	0	0	0	0	0	
1122	逐日靴	1	12	1	3	1	0	500			15	增加闪避21~30点，有机会躲过敌人的攻击。	采用日炎石炼制的的战靴，灌入灵力，即可激活战靴，烈焰熊熊，如同脚踩风火轮，速度激增	233	0	0	0	0	0	0	0	0	0	0	0	0	21	30	0	0	0	0	0	0	0	0	0	0	
1123	飞龙靴	1	12	1	4	1	0	800			20	增加速度31~40点，速度高可优先攻击。	得到蛟蛇逆鳞炼制的战靴，灌入灵力，即可激活战靴，脚底浮现两道蛟龙虚影，犹如脚踏飞龙，速度激增	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	0	
1124	混元靴	1	12	1	4	1	0	800			20	增加闪避31~40点，有机会躲过敌人的攻击。	极难炼制的战靴，不仅可以让穿戴着瞬间速度暴增，还能提前感知危急，躲过危险	235	0	0	0	0	0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	0	0	0	0	0	
1125	如意靴	1	12	1	5	1	0	1000			25	增加速度41~50点，速度高可优先攻击。	极难炼制的战靴，身随意动，极大的增加了穿戴着的应变能力，高手过招，快一分说不得就能分出胜负	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	50	0	0	0	0	0	0	
