CountryType_XBXXZ	CountryID_XBXXZ	index_XBXXZ	percent_XBXXZ	itemid_XBXXZ	itemnum_XBXXZ	text_XBXXZ	condition_XBXXZ	Level_XBXXZ	BodyLevel_XBXXZ	Damage_XBXXZ	Defence_XBXXZ	LianDan_XBXXZ	LianQi_XBXXZ	Doom_XBXXZ	Speed_XBXXZ	dodge_XBXXZ	GoldSpirit_XBXXZ	WoodSpirit_XBXXZ	WaterdSpirit_XBXXZ	FiredSpirit_XBXXZ	MudSpirit_XBXXZ	dragon_XBXXZ
1	8	19	10	41	5	【{0}】{1}一路向西，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
1	8	20	10	68	10	【{0}】{1}一路向西，路上找到了10块：空冥石，喜不自胜！	0															
1	8	21	10	69	10	【{0}】{1}一路向西，路上找到了10块：金岭砂，欣喜若狂！	0															
1	8	22	10	70	10	【{0}】{1}一路向西，路上找到了10块：陨母，道心激荡！	0															
1	8	23	10	71	10	【{0}】{1}一路向西，路上找到了10株：清灵草，心念通达！	0															
1	8	24	10	72	10	【{0}】{1}一路向西，路上找到了10株：千年人参，聊胜于无！	0															
1	8	25	10	73	10	【{0}】{1}一路向西，路上找到了10株：千年何首乌，聊胜于无！	0															
1	8	26	10	74	10	【{0}】{1}一路向西，路上找到了10株：血精草，喜上眉梢！	0															
1	9	1	10			【{0}】{1}一路向西，路过一间宝刹，听寺中大师论佛，头昏脑涨，道心荡漾！	0															
1	9	2	10	286	10	【{0}】{1}一路向西，路过一间宝刹，听寺中大师论佛，略有所感！[得到10卷悟道心得]	0															
1	9	3	10	283	5	【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
1	9	4	10	283	8	【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
1	9	5	10	283	10	【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
1	9	6	10	286	100	【{0}】{1}一路向西，路过一间宝刹，听寺中大师论佛，大有收获！[得到100卷悟道心得]	0															
1	9	7	10	283	15	【{0}】{1}一路向西，发现一名高僧遗骸，突发善心，将其安葬，得到15点功德！[龙气100]	0															100
1	9	8	10			【{0}】{1}一路向西，一路上游山玩水，心情美哉！	0															
1	9	9	10			【{0}】{1}一路向西，一路上领略佛国风光，心情舒畅！	0															
1	9	10	10			【{0}】{1}一路向西，偶见佛光四射，因修为未达地仙，无法探索！	1	121														
1	9	11	10			【{0}】{1}一路向西，偶见佛光四射，因修为未达天仙，无法探索！	1	131														
1	9	12	10			【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
1	9	13	10			【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
1	9	14	10			【{0}】{1}一路向西，发现一名高僧遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
1	9	15	10			【{0}】{1}一路向西，偶见妖僧逃窜，忍不住出手教训，却被妖僧逃之夭夭！[速度小于50000]	1								50000							
1	9	16	10			【{0}】{1}一路向西，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
1	9	17	10	41	2	【{0}】{1}一路向西，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
1	9	18	10			【{0}】{1}一路向西，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
1	9	19	10	41	5	【{0}】{1}一路向西，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
1	9	20	10	68	10	【{0}】{1}一路向西，路上找到了10块：空冥石，喜不自胜！	0															
1	9	21	10	69	10	【{0}】{1}一路向西，路上找到了10块：金岭砂，欣喜若狂！	0															
1	9	22	10	70	10	【{0}】{1}一路向西，路上找到了10块：陨母，道心激荡！	0															
1	9	23	10	71	10	【{0}】{1}一路向西，路上找到了10株：清灵草，心念通达！	0															
1	9	24	10	72	10	【{0}】{1}一路向西，路上找到了10株：千年人参，聊胜于无！	0															
1	9	25	10	73	10	【{0}】{1}一路向西，路上找到了10株：千年何首乌，聊胜于无！	0															
1	9	26	10	74	10	【{0}】{1}一路向西，路上找到了10株：血精草，喜上眉梢！	0															
1	10	1	10			【{0}】{1}一路向西，路过一间宝刹，听寺中大师论佛，头昏脑涨，道心荡漾！	0															
1	10	2	10	286	10	【{0}】{1}一路向西，路过一间宝刹，听寺中大师论佛，略有所感！[得到10卷悟道心得]	0															
1	10	3	10	283	5	【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
1	10	4	10	283	8	【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
1	10	5	10	283	10	【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
1	10	6	10	286	100	【{0}】{1}一路向西，路过一间宝刹，听寺中大师论佛，大有收获！[得到100卷悟道心得]	0															
1	10	7	10	283	15	【{0}】{1}一路向西，发现一名高僧遗骸，突发善心，将其安葬，得到15点功德！[龙气100]	0															100
1	10	8	10			【{0}】{1}一路向西，一路上游山玩水，心情美哉！	0															
1	10	9	10			【{0}】{1}一路向西，一路上领略佛国风光，心情舒畅！	0															
1	10	10	10			【{0}】{1}一路向西，偶见佛光四射，因修为未达地仙，无法探索！	1	121														
1	10	11	10			【{0}】{1}一路向西，偶见佛光四射，因修为未达天仙，无法探索！	1	131														
1	10	12	10			【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
1	10	13	10			【{0}】{1}一路向西，发现妖僧作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
1	10	14	10			【{0}】{1}一路向西，发现一名高僧遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
1	10	15	10			【{0}】{1}一路向西，偶见妖僧逃窜，忍不住出手教训，却被妖僧逃之夭夭！[速度小于50000]	1								50000							
1	10	16	10			【{0}】{1}一路向西，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
1	10	17	10	41	2	【{0}】{1}一路向西，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
1	10	18	10			【{0}】{1}一路向西，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
1	10	19	10	41	5	【{0}】{1}一路向西，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
1	10	20	10	68	10	【{0}】{1}一路向西，路上找到了10块：空冥石，喜不自胜！	0															
1	10	21	10	69	10	【{0}】{1}一路向西，路上找到了10块：金岭砂，欣喜若狂！	0															
1	10	22	10	70	10	【{0}】{1}一路向西，路上找到了10块：陨母，道心激荡！	0															
1	10	23	10	71	10	【{0}】{1}一路向西，路上找到了10株：清灵草，心念通达！	0															
1	10	24	10	72	10	【{0}】{1}一路向西，路上找到了10株：千年人参，聊胜于无！	0															
1	10	25	10	73	10	【{0}】{1}一路向西，路上找到了10株：千年何首乌，聊胜于无！	0															
1	10	26	10	74	10	【{0}】{1}一路向西，路上找到了10株：血精草，喜上眉梢！	0															
2	0	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	0	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	0	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	0	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	0	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	0	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	0	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	0	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	0	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	0	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	0	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	0	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	0	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	0	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	0	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	0	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	0	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	0	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	0	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	0	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	0	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	0	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	0	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	0	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	0	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	0	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	1	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	1	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	1	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	1	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	1	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	1	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	1	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	1	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	1	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	1	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	1	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	1	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	1	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	1	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	1	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	1	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	1	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	1	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	1	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	1	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	1	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	1	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	1	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	1	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	1	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	1	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	2	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	2	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	2	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	2	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	2	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	2	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	2	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	2	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	2	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	2	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	2	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	2	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	2	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	2	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	2	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	2	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	2	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	2	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	2	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	2	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	2	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	2	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	2	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	2	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	2	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	2	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	3	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	3	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	3	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	3	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	3	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	3	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	3	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	3	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	3	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	3	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	3	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	3	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	3	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	3	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	3	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	3	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	3	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	3	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	3	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	3	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	3	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	3	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	3	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	3	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	3	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	3	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	4	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	4	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	4	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	4	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	4	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	4	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	4	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	4	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	4	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	4	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	4	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	4	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	4	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	4	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	4	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	4	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	4	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	4	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	4	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	4	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	4	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	4	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	4	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	4	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	4	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	4	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	5	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	5	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	5	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	5	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	5	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	5	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	5	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	5	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	5	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	5	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	5	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	5	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	5	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	5	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	5	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	5	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
2	5	17	10	41	2	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到2枚极品灵石！[雷抗大于10000]	0							10000								
2	5	18	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于50000]	1							50000								
2	5	19	10	41	5	【{0}】{1}一路向北，偶见雷光四射，冒死探查，捡到5枚极品灵石！[雷抗大于50000]	0							50000								
2	5	20	10	68	10	【{0}】{1}一路向北，路上找到了10块：空冥石，喜不自胜！	0															
2	5	21	10	69	10	【{0}】{1}一路向北，路上找到了10块：金岭砂，欣喜若狂！	0															
2	5	22	10	70	10	【{0}】{1}一路向北，路上找到了10块：陨母，道心激荡！	0															
2	5	23	10	71	10	【{0}】{1}一路向北，路上找到了10株：清灵草，心念通达！	0															
2	5	24	10	72	10	【{0}】{1}一路向北，路上找到了10株：千年人参，聊胜于无！	0															
2	5	25	10	73	10	【{0}】{1}一路向北，路上找到了10株：千年何首乌，聊胜于无！	0															
2	5	26	10	74	10	【{0}】{1}一路向北，路上找到了10株：血精草，喜上眉梢！	0															
2	6	1	10			【{0}】{1}一路向北，路过妖魔巢穴，妖魔数量过多，加速飞行，匆匆飞过！	0															
2	6	2	10	286	10	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，略有所得！[得到10卷悟道心得]	0															
2	6	3	10	283	5	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加5点功德！[攻击大于5万]	0			50000												
2	6	4	10	283	8	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加8点功德！[攻击大于8万]	0			80000												
2	6	5	10	283	10	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，增加10点功德！[攻击大于10万]	0			100000												
2	6	6	10	286	100	【{0}】{1}一路向北，路过一处遗迹，仔细搜索，大有收获！[得到100卷悟道心得]	0															
2	6	7	10	729	1	【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，获得妖丹一枚！[龙气100]	0															100
2	6	8	10			【{0}】{1}一路向北，一路上游山玩水，心情美哉！	0															
2	6	9	10			【{0}】{1}一路向北，一路上领略妖界风光，心情舒畅！	0															
2	6	10	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达地仙，无法探索！	1	121														
2	6	11	10			【{0}】{1}一路向北，偶见宝光四射，因修为未达天仙，无法探索！	1	131														
2	6	12	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于8万]	1			80000												
2	6	13	10			【{0}】{1}一路向北，发现妖魔作恶，忍不住出手教训，却不幸被打成重伤，迅速逃离！[攻击小于10万]	1			100000												
2	6	14	10			【{0}】{1}一路向北，发现一名仙人遗骸，突发善心，将其安葬，幸运不足，无法获取！[龙气小于100]	1															100
2	6	15	10			【{0}】{1}一路向北，偶见妖魔暴虐，忍不住出手教训，却被妖魔逃之夭夭！[速度小于50000]	1								50000							
2	6	16	10			【{0}】{1}一路向北，偶见雷光四射，冒死探查，却被雷电劈得七零八落！[雷抗小于10000]	1							10000								
