ID_XBXXZ	level_XBXXZ	name_XBXXZ	yield_XBXXZ	updata_XBXXZ	capcity_XBXXZ	time_XBXXZ	add_XBXXZ	servantlimit_XBXXZ	cost_XBXXZ
506	206	206级树林	2	4965012	7638480	3090	1	412	2
507	207	207级树林	2	5013333	7712820	3105	1	414	2
508	208	208级树林	2	5061888	7787520	3120	1	416	2
509	209	209级树林	2	5110677	7862580	3135	1	418	2
510	210	210级树林	2	5159700	7938000	3150	1	420	2
511	211	211级树林	2	5208957	8013780	3165	1	422	2
512	212	212级树林	2	5258448	8089920	3180	1	424	2
513	213	213级树林	2	5308173	8166420	3195	1	426	2
514	214	214级树林	2	5358132	8243280	3210	1	428	2
515	215	215级树林	2	5408325	8320500	3225	1	430	2
516	216	216级树林	2	5458752	8398080	3240	1	432	2
517	217	217级树林	2	5509413	8476020	3255	1	434	2
518	218	218级树林	2	5560308	8554320	3270	1	436	2
519	219	219级树林	2	5611437	8632980	3285	1	438	2
520	220	220级树林	2	5662800	8712000	3300	1	440	2
521	221	221级树林	2	5714397	8791380	3315	1	442	2
522	222	222级树林	2	5766228	8871120	3330	1	444	2
523	223	223级树林	2	5818293	8951220	3345	1	446	2
524	224	224级树林	2	5870592	9031680	3360	1	448	2
525	225	225级树林	2	5923125	9112500	3375	1	450	2
526	226	226级树林	2	5975892	9193680	3390	1	452	2
527	227	227级树林	2	6028893	9275220	3405	1	454	2
528	228	228级树林	2	6082128	9357120	3420	1	456	2
529	229	229级树林	2	6135597	9439380	3435	1	458	2
530	230	230级树林	2	6189300	9522000	3450	1	460	2
531	231	231级树林	2	6243237	9604980	3465	1	462	2
532	232	232级树林	2	6297408	9688320	3480	1	464	2
533	233	233级树林	2	6351813	9772020	3495	1	466	2
534	234	234级树林	2	6406452	9856080	3510	1	468	2
535	235	235级树林	2	6461325	9940500	3525	1	470	2
536	236	236级树林	2	6516432	10025280	3540	1	472	2
537	237	237级树林	2	6571773	10110420	3555	1	474	2
538	238	238级树林	2	6627348	10195920	3570	1	476	2
539	239	239级树林	2	6683157	10281780	3585	1	478	2
540	240	240级树林	2	6739200	10368000	3600	1	480	2
541	241	241级树林	2	6795477	10454580	3615	1	482	2
542	242	242级树林	2	6851988	10541520	3630	1	484	2
543	243	243级树林	2	6908733	10628820	3645	1	486	2
544	244	244级树林	2	6965712	10716480	3660	1	488	2
545	245	245级树林	2	7022925	10804500	3675	1	490	2
546	246	246级树林	2	7080372	10892880	3690	1	492	2
547	247	247级树林	2	7138053	10981620	3705	1	494	2
548	248	248级树林	2	7195968	11070720	3720	1	496	2
549	249	249级树林	2	7254117	11160180	3735	1	498	2
550	250	250级树林	2	7312500	11250000	3750	1	500	2
551	251	251级树林	2	7938126	11340180	3765	1	502	2
552	252	252级树林	2	8001504	11430720	3780	1	504	2
553	253	253级树林	2	8065134	11521620	3795	1	506	2
554	254	254级树林	2	8129016	11612880	3810	1	508	2
555	255	255级树林	2	8193150	11704500	3825	1	510	2
556	256	256级树林	2	8257536	11796480	3840	1	512	2
557	257	257级树林	2	8322174	11888820	3855	1	514	2
558	258	258级树林	2	8387064	11981520	3870	1	516	2
559	259	259级树林	2	8452206	12074580	3885	1	518	2
560	260	260级树林	2	8517600	12168000	3900	1	520	2
561	261	261级树林	2	8583246	12261780	3915	1	522	2
562	262	262级树林	2	8649144	12355920	3930	1	524	2
563	263	263级树林	2	8715294	12450420	3945	1	526	2
564	264	264级树林	2	8781696	12545280	3960	1	528	2
565	265	265级树林	2	8848350	12640500	3975	1	530	2
566	266	266级树林	2	8915256	12736080	3990	1	532	2
567	267	267级树林	2	8982414	12832020	4005	1	534	2
568	268	268级树林	2	9049824	12928320	4020	1	536	2
569	269	269级树林	2	9117486	13024980	4035	1	538	2
570	270	270级树林	2	9185400	13122000	4050	1	540	2
571	271	271级树林	2	9253566	13219380	4065	1	542	2
572	272	272级树林	2	9321984	13317120	4080	1	544	2
573	273	273级树林	2	9390654	13415220	4095	1	546	2
574	274	274级树林	2	9459576	13513680	4110	1	548	2
575	275	275级树林	2	9528750	13612500	4125	1	550	2
576	276	276级树林	2	9598176	13711680	4140	1	552	2
577	277	277级树林	2	9667854	13811220	4155	1	554	2
578	278	278级树林	2	9737784	13911120	4170	1	556	2
579	279	279级树林	2	9807966	14011380	4185	1	558	2
580	280	280级树林	2	9878400	14112000	4200	1	560	2
581	281	281级树林	2	9949086	14212980	4215	1	562	2
582	282	282级树林	2	10020024	14314320	4230	1	564	2
583	283	283级树林	2	10091214	14416020	4245	1	566	2
584	284	284级树林	2	10162656	14518080	4260	1	568	2
585	285	285级树林	2	10234350	14620500	4275	1	570	2
586	286	286级树林	2	10306296	14723280	4290	1	572	2
587	287	287级树林	2	10378494	14826420	4305	1	574	2
588	288	288级树林	2	10450944	14929920	4320	1	576	2
589	289	289级树林	2	10523646	15033780	4335	1	578	2
590	290	290级树林	2	10596600	15138000	4350	1	580	2
591	291	291级树林	2	10669806	15242580	4365	1	582	2
592	292	292级树林	2	10743264	15347520	4380	1	584	2
593	293	293级树林	2	10816974	15452820	4395	1	586	2
594	294	294级树林	2	10890936	15558480	4410	1	588	2
595	295	295级树林	2	10965150	15664500	4425	1	590	2
596	296	296级树林	2	11039616	15770880	4440	1	592	2
597	297	297级树林	2	11114334	15877620	4455	1	594	2
598	298	298级树林	2	11189304	15984720	4470	1	596	2
599	299	299级树林	2	11264526	16092180	4485	1	598	2
600	300	300级树林	2	11340000	16200000	4500	1	600	2
601	1	1级药园	3	54	90	15	1	1	4
602	2	2级药园	3	216	360	30	1	2	4
603	3	3级药园	3	486	810	45	1	3	4
604	4	4级药园	3	864	1440	60	1	4	4
605	5	5级药园	3	1350	2250	75	1	5	4
606	6	6级药园	3	1944	3240	90	1	6	4
607	7	7级药园	3	2646	4410	105	1	7	4
608	8	8级药园	3	3456	5760	120	1	8	4
609	9	9级药园	3	4374	7290	135	1	9	4
610	10	10级药园	3	5400	9000	150	1	10	4
611	11	11级药园	3	6534	10890	165	1	11	4
612	12	12级药园	3	7776	12960	180	1	12	4
613	13	13级药园	3	9126	15210	195	1	13	4
614	14	14级药园	3	10584	17640	210	1	14	4
615	15	15级药园	3	12150	20250	225	1	15	4
616	16	16级药园	3	13824	23040	240	1	16	4
617	17	17级药园	3	15606	26010	255	1	17	4
618	18	18级药园	3	17496	29160	270	1	18	4
619	19	19级药园	3	19494	32490	285	1	19	4
620	20	20级药园	3	21600	36000	300	1	20	4
621	21	21级药园	3	23814	39690	315	1	21	4
622	22	22级药园	3	26136	43560	330	1	22	4
623	23	23级药园	3	28566	47610	345	1	23	4
624	24	24级药园	3	31104	51840	360	1	24	4
625	25	25级药园	3	33750	56250	375	1	25	4
626	26	26级药园	3	36504	60840	390	1	26	4
627	27	27级药园	3	39366	65610	405	1	27	4
628	28	28级药园	3	42336	70560	420	1	28	4
629	29	29级药园	3	45414	75690	435	1	29	4
630	30	30级药园	3	48600	81000	450	1	30	4
631	31	31级药园	3	51894	86490	465	1	31	4
632	32	32级药园	3	55296	92160	480	1	32	4
633	33	33级药园	3	58806	98010	495	1	33	4
634	34	34级药园	3	62424	104040	510	1	34	4
635	35	35级药园	3	66150	110250	525	1	35	4
636	36	36级药园	3	69984	116640	540	1	36	4
637	37	37级药园	3	73926	123210	555	1	37	4
638	38	38级药园	3	77976	129960	570	1	38	4
639	39	39级药园	3	82134	136890	585	1	39	4
640	40	40级药园	3	86400	144000	600	1	40	4
641	41	41级药园	3	90774	151290	615	1	41	4
642	42	42级药园	3	95256	158760	630	1	42	4
643	43	43级药园	3	99846	166410	645	1	43	4
644	44	44级药园	3	104544	174240	660	1	44	4
645	45	45级药园	3	109350	182250	675	1	45	4
646	46	46级药园	3	114264	190440	690	1	46	4
647	47	47级药园	3	119286	198810	705	1	47	4
648	48	48级药园	3	124416	207360	720	1	48	4
649	49	49级药园	3	129654	216090	735	1	49	4
650	50	50级药园	3	135000	225000	750	1	50	4
651	51	51级药园	3	140454	234090	765	1	51	4
652	52	52级药园	3	146016	243360	780	1	52	4
653	53	53级药园	3	151686	252810	795	1	53	4
654	54	54级药园	3	157464	262440	810	1	54	4
655	55	55级药园	3	163350	272250	825	1	55	4
656	56	56级药园	3	169344	282240	840	1	56	4
657	57	57级药园	3	175446	292410	855	1	57	4
658	58	58级药园	3	181656	302760	870	1	58	4
659	59	59级药园	3	187974	313290	885	1	59	4
660	60	60级药园	3	194400	324000	900	1	60	4
661	61	61级药园	3	200934	334890	915	1	61	4
662	62	62级药园	3	207576	345960	930	1	62	4
663	63	63级药园	3	214326	357210	945	1	63	4
664	64	64级药园	3	221184	368640	960	1	64	4
665	65	65级药园	3	228150	380250	975	1	65	4
666	66	66级药园	3	235224	392040	990	1	66	4
667	67	67级药园	3	242406	404010	1005	1	67	4
668	68	68级药园	3	249696	416160	1020	1	68	4
669	69	69级药园	3	257094	428490	1035	1	69	4
670	70	70级药园	3	264600	441000	1050	1	70	4
671	71	71级药园	3	272214	453690	1065	1	71	4
672	72	72级药园	3	279936	466560	1080	1	72	4
673	73	73级药园	3	287766	479610	1095	1	73	4
674	74	74级药园	3	295704	492840	1110	1	74	4
675	75	75级药园	3	303750	506250	1125	1	75	4
676	76	76级药园	3	311904	519840	1140	1	76	4
677	77	77级药园	3	320166	533610	1155	1	77	4
678	78	78级药园	3	328536	547560	1170	1	78	4
679	79	79级药园	3	337014	561690	1185	1	79	4
680	80	80级药园	3	345600	576000	1200	1	80	4
681	81	81级药园	3	354294	590490	1215	1	81	4
682	82	82级药园	3	363096	605160	1230	1	82	4
683	83	83级药园	3	372006	620010	1245	1	83	4
684	84	84级药园	3	381024	635040	1260	1	84	4
685	85	85级药园	3	390150	650250	1275	1	85	4
686	86	86级药园	3	399384	665640	1290	1	86	4
687	87	87级药园	3	408726	681210	1305	1	87	4
688	88	88级药园	3	418176	696960	1320	1	88	4
689	89	89级药园	3	427734	712890	1335	1	89	4
690	90	90级药园	3	437400	729000	1350	1	90	4
691	91	91级药园	3	447174	745290	1365	1	91	4
692	92	92级药园	3	457056	761760	1380	1	92	4
693	93	93级药园	3	467046	778410	1395	1	93	4
694	94	94级药园	3	477144	795240	1410	1	94	4
695	95	95级药园	3	487350	812250	1425	1	95	4
696	96	96级药园	3	497664	829440	1440	1	96	4
697	97	97级药园	3	508086	846810	1455	1	97	4
698	98	98级药园	3	518616	864360	1470	1	98	4
699	99	99级药园	3	529254	882090	1485	1	99	4
700	100	100级药园	3	540000	900000	1500	1	100	4
701	1	1级矿坑	4	54	90	15	1	1	4
702	2	2级矿坑	4	216	360	30	1	2	4
703	3	3级矿坑	4	486	810	45	1	3	4
704	4	4级矿坑	4	864	1440	60	1	4	4
705	5	5级矿坑	4	1350	2250	75	1	5	4
706	6	6级矿坑	4	1944	3240	90	1	6	4
707	7	7级矿坑	4	2646	4410	105	1	7	4
708	8	8级矿坑	4	3456	5760	120	1	8	4
709	9	9级矿坑	4	4374	7290	135	1	9	4
710	10	10级矿坑	4	5400	9000	150	1	10	4
711	11	11级矿坑	4	6534	10890	165	1	11	4
712	12	12级矿坑	4	7776	12960	180	1	12	4
713	13	13级矿坑	4	9126	15210	195	1	13	4
714	14	14级矿坑	4	10584	17640	210	1	14	4
715	15	15级矿坑	4	12150	20250	225	1	15	4
716	16	16级矿坑	4	13824	23040	240	1	16	4
717	17	17级矿坑	4	15606	26010	255	1	17	4
718	18	18级矿坑	4	17496	29160	270	1	18	4
719	19	19级矿坑	4	19494	32490	285	1	19	4
720	20	20级矿坑	4	21600	36000	300	1	20	4
721	21	21级矿坑	4	23814	39690	315	1	21	4
722	22	22级矿坑	4	26136	43560	330	1	22	4
723	23	23级矿坑	4	28566	47610	345	1	23	4
724	24	24级矿坑	4	31104	51840	360	1	24	4
725	25	25级矿坑	4	33750	56250	375	1	25	4
726	26	26级矿坑	4	36504	60840	390	1	26	4
727	27	27级矿坑	4	39366	65610	405	1	27	4
728	28	28级矿坑	4	42336	70560	420	1	28	4
729	29	29级矿坑	4	45414	75690	435	1	29	4
730	30	30级矿坑	4	48600	81000	450	1	30	4
731	31	31级矿坑	4	51894	86490	465	1	31	4
732	32	32级矿坑	4	55296	92160	480	1	32	4
733	33	33级矿坑	4	58806	98010	495	1	33	4
734	34	34级矿坑	4	62424	104040	510	1	34	4
735	35	35级矿坑	4	66150	110250	525	1	35	4
736	36	36级矿坑	4	69984	116640	540	1	36	4
737	37	37级矿坑	4	73926	123210	555	1	37	4
738	38	38级矿坑	4	77976	129960	570	1	38	4
739	39	39级矿坑	4	82134	136890	585	1	39	4
740	40	40级矿坑	4	86400	144000	600	1	40	4
741	41	41级矿坑	4	90774	151290	615	1	41	4
742	42	42级矿坑	4	95256	158760	630	1	42	4
743	43	43级矿坑	4	99846	166410	645	1	43	4
744	44	44级矿坑	4	104544	174240	660	1	44	4
745	45	45级矿坑	4	109350	182250	675	1	45	4
746	46	46级矿坑	4	114264	190440	690	1	46	4
747	47	47级矿坑	4	119286	198810	705	1	47	4
748	48	48级矿坑	4	124416	207360	720	1	48	4
749	49	49级矿坑	4	129654	216090	735	1	49	4
750	50	50级矿坑	4	135000	225000	750	1	50	4
751	51	51级矿坑	4	140454	234090	765	1	51	4
752	52	52级矿坑	4	146016	243360	780	1	52	4
753	53	53级矿坑	4	151686	252810	795	1	53	4
754	54	54级矿坑	4	157464	262440	810	1	54	4
755	55	55级矿坑	4	163350	272250	825	1	55	4
756	56	56级矿坑	4	169344	282240	840	1	56	4
757	57	57级矿坑	4	175446	292410	855	1	57	4
758	58	58级矿坑	4	181656	302760	870	1	58	4
759	59	59级矿坑	4	187974	313290	885	1	59	4
760	60	60级矿坑	4	194400	324000	900	1	60	4
761	61	61级矿坑	4	200934	334890	915	1	61	4
762	62	62级矿坑	4	207576	345960	930	1	62	4
763	63	63级矿坑	4	214326	357210	945	1	63	4
764	64	64级矿坑	4	221184	368640	960	1	64	4
765	65	65级矿坑	4	228150	380250	975	1	65	4
766	66	66级矿坑	4	235224	392040	990	1	66	4
767	67	67级矿坑	4	242406	404010	1005	1	67	4
768	68	68级矿坑	4	249696	416160	1020	1	68	4
769	69	69级矿坑	4	257094	428490	1035	1	69	4
770	70	70级矿坑	4	264600	441000	1050	1	70	4
771	71	71级矿坑	4	272214	453690	1065	1	71	4
772	72	72级矿坑	4	279936	466560	1080	1	72	4
773	73	73级矿坑	4	287766	479610	1095	1	73	4
774	74	74级矿坑	4	295704	492840	1110	1	74	4
775	75	75级矿坑	4	303750	506250	1125	1	75	4
776	76	76级矿坑	4	311904	519840	1140	1	76	4
777	77	77级矿坑	4	320166	533610	1155	1	77	4
778	78	78级矿坑	4	328536	547560	1170	1	78	4
779	79	79级矿坑	4	337014	561690	1185	1	79	4
780	80	80级矿坑	4	345600	576000	1200	1	80	4
781	81	81级矿坑	4	354294	590490	1215	1	81	4
782	82	82级矿坑	4	363096	605160	1230	1	82	4
783	83	83级矿坑	4	372006	620010	1245	1	83	4
784	84	84级矿坑	4	381024	635040	1260	1	84	4
785	85	85级矿坑	4	390150	650250	1275	1	85	4
786	86	86级矿坑	4	399384	665640	1290	1	86	4
787	87	87级矿坑	4	408726	681210	1305	1	87	4
788	88	88级矿坑	4	418176	696960	1320	1	88	4
789	89	89级矿坑	4	427734	712890	1335	1	89	4
790	90	90级矿坑	4	437400	729000	1350	1	90	4
791	91	91级矿坑	4	447174	745290	1365	1	91	4
792	92	92级矿坑	4	457056	761760	1380	1	92	4
793	93	93级矿坑	4	467046	778410	1395	1	93	4
794	94	94级矿坑	4	477144	795240	1410	1	94	4
795	95	95级矿坑	4	487350	812250	1425	1	95	4
796	96	96级矿坑	4	497664	829440	1440	1	96	4
797	97	97级矿坑	4	508086	846810	1455	1	97	4
798	98	98级矿坑	4	518616	864360	1470	1	98	4
799	99	99级矿坑	4	529254	882090	1485	1	99	4
800	100	100级矿坑	4	540000	900000	1500	1	100	4
