index_XBXXZ	type_XBXXZ	name_XBXXZ	needreputation_XBXXZ	needlevel_XBXXZ	clientlevel_XBXXZ	chongz_XBXXZ	shownum_XBXXZ	sell_XBXXZ
30	1	南极天坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
31	1	北极天坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
32	1	皇地祇坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
33	1	玉皇天坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
34	1	枉死地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
35	1	火山地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
36	1	白骨地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
37	1	乱魂地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
38	1	黑绳地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
39	1	寂静地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
40	1	血莲地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
41	1	血池地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
42	1	哀嚎地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
43	1	阴灵地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
44	1	怨魂地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
45	1	冥冬地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
46	1	永夜地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
47	1	寒冰地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
48	1	阿鼻地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
49	1	阴阳地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
50	1	红莲地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
51	1	青莲地狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
52	1	无间炼狱坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
53	1	剧毒魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
54	1	火焰魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
55	1	诅咒魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
56	1	恐惧魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
57	1	深渊魔界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
58	1	欲界坊市	0	51	0	0	18	2361,1;2362,1;2363,1;2364,1;2365,1;2366,1;2367,1;2368,1;2369,1;2370,1;2371,1;2372,1;2373,1;2374,1;2375,1;2376,1;2377,1;2378,1;2379,1;2380,1;2381,1;2382,1;2383,1;2384,1;2385,1;2386,1;2387,1;2459,1;2460,1;2461,1;2462,1;2463,1;2464,1;2465,1;2466,1;2467,1;2468,1;2469,1;2470,1;2471,1;2472,1;2473,1;2474,1;2475,1;3001,1;3002,1;3003,1;3004,1;3005,1;3006,1;3007,1;3008,1;3009,1;3010,1;3011,1;3012,1;3013,1;3014,1;3015,1;3016,1;3017,1;3018,1;3019,1;3020,1;3021,1;3022,1;3023,1;3024,1;3025,1;3026,1;3027,1;3028,1;3029,1;3030,1;3031,1;3032,1;3033,1;3036,1;3037,1;3038,1;3039,1;3040,1;3041,1;3042,1;3043,1;3044,1;3045,1;3046,1;3047,1;
