id_XBXXZ	name_XBXXZ	quality_XBXXZ	type_XBXXZ	minlevel_XBXXZ	maxlevel_XBXXZ	addreputation_XBXXZ	addright_XBXXZ	addevil_XBXXZ	addmiddle_XBXXZ	getstone_XBXXZ	needreputation_XBXXZ	quitreputation_XBXXZ	desc_XBXXZ	magics_XBXXZ	SkillBook_XBXXZ	NeedContribute_XBXXZ	LianDan_XBXXZ	LianQi_XBXXZ	QiMen_XBXXZ	tasks_XBXXZ
86	天阳宗	9	正派	111	180	34	34	0	0	900	500000	500000	主修肉身之力的正道门派，天阳体修至大成，万法不侵，比之神器更厉害，一直是正道对抗魔门的主力门派之一	209,10;297,1;385,10;473,10;561,10;	0	8100	0	9	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
87	玄武宗	9	中立	121	180	34	0	0	34	900	500000	500000	以四灵神兽玄武为名的宗门，善于水系功法与土系防御，神秘无比，也是修道界无人敢惹的势力之一	210,10;298,1;386,10;474,10;562,10;	0	8100	9	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
88	蜀山派	9	正派	220	220	34	34	0	0	900	500000	500000	剑修祖庭，千年来执正道之牛尔，是正魔之争的绝对主力，门人弟子皆是剑修，绝世强大，且嫉恶如仇，与魔神宗算是不死不休	211,10;299,1;387,10;475,10;563,10;	2590	8100	0	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
89	阴罗教	6	邪派	71	110	22	0	22	0	600	20000	20000	阴罗上人屠杀正邪两派无数修士，在森森白骨上成立了臭名昭著的阴罗教，派中个个都是嗜杀之辈。	591,10;616,1;641,10;666,10;691,10;	2716	3600	0	6	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
90	罗刹教	6	邪派	72	110	22	0	22	0	600	20000	20000	罗刹教建在幽寒之地，派中弟子因为功法问题，个个长得凶神恶煞，犹如九幽爬出的恶鬼。	592,10;617,1;642,10;667,10;692,10;	2717	3600	6	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
91	七曜门	6	正派	73	110	22	22	0	0	600	20000	20000	七曜门擅长推衍之术，门中弟子虽少，却精通保命之法。在历次正邪大战中，实力保持的最为完整。	593,10;618,1;643,10;668,10;693,10;	2718	3600	0	0	1	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
92	虹月观	6	正派	74	110	22	22	0	0	600	20000	20000	虹月观同时招募男女弟子，观中秘传独特的双修大法。	594,10;619,1;644,10;669,10;694,10;	2719	3600	0	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
93	无量宗	6	正派	75	110	22	22	0	0	600	20000	20000	无量宗与问道宗同样，虽战力平平，却以擅长修炼闻名天下。	595,10;620,1;645,10;670,10;695,10;	2720	3600	0	0	1	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
94	星月宗	6	邪派	76	110	22	0	22	0	600	20000	20000	历次背叛同道，让星月宗从一个人人敬仰的名门正派，变成恶名在外的邪魔外道。	596,10;621,1;646,10;671,10;696,10;	2721	3600	0	6	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
95	朝天宫	6	邪派	77	110	22	0	22	0	600	20000	20000	朝天宫中女弟子地位显赫，男弟子往往不得其门，倍受打压。	597,10;622,1;647,10;672,10;697,10;	2722	3600	0	6	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
96	问道宗	6	中立	78	110	22	0	0	0	600	20000	20000	问道宗与无量宗同样，虽战力平平，却以擅长修炼闻名天下。	598,10;623,1;648,10;673,10;698,10;	2723	3600	6	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
97	清虚门	6	正派	79	110	22	22	0	0	600	20000	20000	清虚门身法惊人，战斗招数灵动无比。	599,10;624,1;649,10;674,10;699,10;	2724	3600	0	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
98	剑符宗	6	正派	80	110	22	22	0	0	600	20000	20000	剑符宗九字真言手印剑一旦出现，邪魔闻风丧胆！	600,10;625,1;650,10;675,10;700,10;	2725	3600	0	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
99	御灵宗	6	正派	81	110	22	22	0	0	600	20000	20000	御灵宗原本是个精通术法的门派，却在门中炼丹长老炼制出“驻颜丹”之后，成为天下闻名的炼丹大派。	601,10;626,1;651,10;676,10;701,10;	2726	3600	7	0	2	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
100	鬼灵宗	6	邪派	82	110	22	0	22	0	600	20000	20000	无数上鬼灵宗挑衅的敌人，最终都成为鬼灵宗门派大阵上万鬼蟠的一缕怨魂。	602,10;627,1;652,10;677,10;702,10;	2727	3600	0	6	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
101	迷月宫	6	中立	83	110	22	0	0	22	600	20000	20000	这个神秘的门派常人几乎难得一见，门中大量婀娜多姿的女仙。	603,10;628,1;653,10;678,10;703,10;	2728	3600	0	6	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
102	圣水宫	6	中立	84	110	22	0	0	22	600	20000	20000	极西之地，有处圣泉，饮之可让人神识清明，心魔消散。圣水宫就建于圣泉之旁。	604,10;629,1;654,10;679,10;704,10;	2729	3600	6	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
103	万花宫	7	中立	91	130	26	0	0	26	700	50000	50000	万花宫盛产精通双修之术的女修。	605,10;630,1;655,10;680,10;705,10;	2730	4900	0	7	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
104	天星宗 	7	正派	92	130	26	26	0	0	700	50000	50000	天星宗是赫赫有名的名门正派，数万年前门中前辈带回天罗星盘成为镇派之宝后，更加无人敢惹。	606,10;631,1;656,10;681,10;706,10;	2731	4900	7	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
105	血魂教	7	邪派	93	130	26	0	26	0	700	50000	50000	斩你肉身千段，囚你灵魂万载。血魂教众个个睚眦必报，穷凶极恶。	607,10;632,1;657,10;682,10;707,10;	2732	4900	7	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
106	飞羽门	7	邪派	94	130	26	0	26	0	700	50000	50000	飞羽门擅长遁术，以速度见长。遇见不敌时，往往能保得性命。	608,10;633,1;658,10;683,10;708,10;	2733	4900	0	7	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
107	千面宗	7	邪派	95	130	26	0	26	0	700	50000	50000	修真界人人唾弃的淫邪门派，擅长采补术。更可怕的是派中炼器长老擅长炼制幻化类法宝。	609,10;634,1;659,10;684,10;709,10;	2734	4900	0	8	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
108	两仪宗	7	正派	96	130	26	26	0	0	700	50000	50000	精通群战剑阵的门派，历次正邪大战中，最让魔道中人心悸的正是两仪剑阵。	610,10;635,1;660,10;685,10;710,10;	2735	4900	7	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
109	灵虚宗	7	正派	97	130	26	26	0	0	700	50000	50000	灵虚派精通五行之术，门中弟子多为资质出众之辈。	611,10;636,1;661,10;686,10;711,10;	2736	4900	0	7	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
110	血河教	7	邪派	98	130	26	0	26	0	700	50000	50000	以血修道的邪恶门派，就算其他魔道中人也相当的忌惮。	612,10;637,1;662,10;687,10;712,10;	2737	4900	7	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
111	烈焰宗	7	邪派	99	130	26	0	26	0	700	50000	50000	精通火焰之术的门派，只是门中弟子心术不正，最是擅长欺负弱小。	613,10;638,1;663,10;688,10;713,10;	2738	4900	7	0	2	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
112	玲珑阁	7	正派	91	130	26	26	0	0	700	50000	50000	玲珑阁以精通傀儡术闻名于世。	614,10;639,1;664,10;689,10;714,10;	2739	4900	0	7	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
113	太上宗	7	中立	91	130	26	0	0	26	700	50000	50000	太上宗以镇派绝学《太上内观经》闻名于世，修真千万载，最难认知的，正是自己！	615,10;640,1;665,10;690,10;715,10;	2740	4900	0	7	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
114	大衍宗	8	正派	101	160	32	32	0	0	800	100000	100000	大衍宗宗门建立在三十三天，门中弟子最低也有散仙修为，势力庞大，各界仙官天将许多就出自大衍宗	1001,10;1009,10;1017,10;1025,10;	2927	6400	8	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
115	星帝宗	8	邪派	101	160	32	0	32	0	800	100000	100000	星帝宗以占星术名震六界，门中许多弟子担任各界星官。	1002,10;1010,10;1018,10;1026,10;	2928	6400	0	8	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
116	轮回宗	8	邪派	101	160	32	0	32	0	800	100000	100000	轮回宗是红莲地狱赫赫有名的鬼修大派，与轮回宗作对者，死亡只是刚刚开始。	1003,10;1011,10;1019,10;1027,10;	2929	6400	0	0	3	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
117	大禅寺	8	邪派	101	160	32	0	32	0	800	100000	100000	自封为佛的兰波妖僧叛出佛国，建立了大禅寺。然六界之人少有人知晓大禅寺到底在何方。	1004,10;1012,10;1020,10;1028,10;	2930	6400	8	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
118	镜空宗	8	正派	101	160	32	32	0	0	800	100000	100000	镜空宗拥有先天灵宝：昊天镜。该宝乃六界赫赫有名的十大神器之一。	1005,10;1013,10;1021,10;1029,10;	2931	6400	8	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
119	魔月宗	8	邪派	101	160	32	0	32	0	800	100000	100000	魔月宗创建于欲界，第一任宗主即是当时的欲界界主：第六天魔王。	1006,10;1014,10;1022,10;1030,10;	2935	6400	0	8	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
120	天玑宗	8	邪派	101	160	32	0	32	0	800	100000	100000	天玑宗神龙见首不见尾，门中有窥视天机之术，可逢凶化吉，遇难呈祥。	1007,10;1015,10;1023,10;1031,10;	2933	6400	0	0	3	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
121	神禾宗	8	邪派	101	160	32	0	32	0	800	100000	100000	神禾宗擅长灵植之术，许多被认为早已绝迹的灵药，在神禾宗药田之中，都可找到。	1008,10;1016,10;1024,10;1032,10;	2934	6400	8	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
122	太一殿	10	邪派	161	200	36	0	36	0	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1122,1;1139,20;1156,20;1173,20;1190,20;	3215	10000	0	0	10	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
123	太初殿	10	中立	161	200	36	0	0	36	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1123,1;1140,10;1157,10;1174,10;1191,20;	3216	10000	0	10	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
124	太玄殿	10	中立	161	200	36	0	0	36	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1124,1;1141,10;1158,10;1175,10;1192,20;	3217	10000	10	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
125	太真殿	10	正派	161	200	36	36	0	0	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1125,1;1142,10;1159,10;1176,10;1193,20;	3218	10000	0	10	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
126	太平殿	10	正派	161	200	36	36	0	0	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1126,1;1143,10;1160,10;1177,10;1194,20;	3219	10000	10	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
127	太黄殿	10	正派	161	200	36	36	0	0	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1127,1;1144,10;1161,10;1178,10;1195,20;	3220	10000	0	10	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
128	太乙殿	10	中立	161	200	36	0	0	36	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1128,1;1145,10;1162,10;1179,10;1196,20;	3221	10000	10	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
129	太元殿	10	正派	161	200	36	36	0	0	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1129,1;1146,10;1163,10;1180,10;1197,20;	3222	10000	0	10	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
130	太和殿	10	正派	161	200	36	36	0	0	1000	1000000	1000000	九大殿之一，第一任掌教即现任掌教，十万载修真岁月屹立不倒的修真大派。	1130,1;1147,10;1164,10;1181,10;1198,20;	3223	10000	0	0	10	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
131	南极宫	11	邪派	181	300	38	0	38	0	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1131,1;1148,10;1165,10;1182,10;1199,20;	3224	14400	11	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
132	北极宫	11	中立	181	300	38	0	0	38	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1132,1;1149,10;1166,10;1183,10;1200,20;	3225	14400	0	11	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
133	东极宫	11	中立	181	300	38	0	0	38	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1133,1;1150,10;1167,10;1184,10;1201,20;	3226	14400	11	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
134	西极宫	11	正派	181	300	38	38	0	0	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1134,1;1151,10;1168,10;1185,10;1202,20;	3227	14400	0	11	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
135	玉虚宫	11	正派	181	300	38	38	0	0	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1135,1;1152,10;1169,10;1186,10;1203,20;	3228	14400	11	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
136	隐仙宫	11	正派	181	300	38	38	0	0	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1136,1;1153,10;1170,10;1187,10;1204,20;	3229	14400	0	11	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
137	净乐宫	11	中立	181	300	38	0	0	38	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1137,1;1154,10;1171,10;1188,10;1205,20;	3230	14400	0	0	11	1001,1002,1003,1004,1005,1006,1007,1008,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
138	上清宫	11	正派	181	300	38	38	0	0	1100	2000000	2000000	八大宫之一，第一任掌教即现任掌教，百万载修真岁月屹立不倒的修真大派。	1138,1;1155,10;1172,10;1189,10;1206,20;	3231	14400	11	0	0	1001,1002,1003,1004,1005,1006,1007,1008,1009,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023
