ID_XBXXZ	Name_XBXXZ	GiftType_XBXXZ	Level_XBXXZ	UpExp_XBXXZ	AddExpPerDay_XBXXZ	ExpItem_XBXXZ	Desc_XBXXZ	Icon_XBXXZ	MaxAttack_XBXXZ	MaxDefence_XBXXZ	MaxDodge_XBXXZ	MaxBang_XBXXZ	MaxASpeed_XBXXZ	Body_XBXXZ	Skill_XBXXZ	EffectType_XBXXZ	EffectNum_XBXXZ
11	[本命]两仪靴	1	5	5063	122	809	两仪靴成为本命法宝后，4.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			580		100			7	450
11	[本命]两仪靴	1	6	7594	128	809	两仪靴成为本命法宝后，5.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			700		120			7	500
11	[本命]两仪靴	1	7	11391	134	809	两仪靴成为本命法宝后，5.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			820		140			7	550
11	[本命]两仪靴	1	8	17086	141	809	两仪靴成为本命法宝后，6.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			940		160			7	600
11	[本命]两仪靴	1	9	25629	148	809	两仪靴成为本命法宝后，6.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1060		180			7	650
11	[本命]两仪靴	1	10	38443	155	809	两仪靴成为本命法宝后，7.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1180		200			7	700
11	[本命]两仪靴	1	11	57665	163	809	两仪靴成为本命法宝后，7.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1300		220			7	750
11	[本命]两仪靴	1	12	86498	171	809	两仪靴成为本命法宝后，8.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1420		240			7	800
11	[本命]两仪靴	1	13	129746	180	809	两仪靴成为本命法宝后，8.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1540		260			7	850
11	[本命]两仪靴	1	14	194620	189	809	两仪靴成为本命法宝后，9.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1660		280			7	900
11	[本命]两仪靴	1	15	291929	198	809	两仪靴成为本命法宝后，9.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1780		300			7	950
11	[本命]两仪靴	1	16	437894	208	809	两仪靴成为本命法宝后，10.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			1900		320			7	1000
11	[本命]两仪靴	1	17	656841	218	809	两仪靴成为本命法宝后，10.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			2020		340			7	1050
11	[本命]两仪靴	1	18	985261	229	809	两仪靴成为本命法宝后，11.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			2140		360			7	1100
