ID_XBXXZ	Content_XBXXZ
4110	[663411]{0} 希望接引您到三十三天，点“同意”则直接越过仙界之门进入三十三天。然此举将扣您10万声望！\n请谨慎选择！[-]
4111	同意
4112	拒绝
4120	[663411]确认选择 {0} 作为您仙界的接引使？[-]

//换脸
4200	无法更换跟自己性别不符合的脸!

4201	[663411]选择此脸，需要消耗 [FF0000]1000[-] 灵石方可“变幻”成功！[-]
4202	[663411]选择此脸，需要消耗 [FF0000]5000[-] 灵石方可“变幻”成功！[-]
4203	[663411]选择此脸，需要消耗 [FF0000]10000[-] 灵石方可“变幻”成功！[-]
4204	[663411]选择此脸，需要消耗 [FF0000]20000[-] 灵石方可“变幻”成功！[-]
4205	[663411]选择此脸，需要消耗 [FF0000]50000[-] 灵石方可“变幻”成功！[-]
4206	[663411]选择此脸，需要消耗 [FF0000]100000[-] 灵石方可“变幻”成功！[-]
4211	[663411]选择此脸，需要消耗 [FF0000]1000[-] 灵石方可“变幻”成功！[-]
4212	[663411]选择此脸，需要消耗 [FF0000]5000[-] 灵石方可“变幻”成功！[-]
4213	[663411]选择此脸，需要消耗 [FF0000]10000[-] 灵石方可“变幻”成功！[-]
4214	[663411]选择此脸，需要消耗 [FF0000]20000[-] 灵石方可“变幻”成功！[-]
4215	[663411]选择此脸，需要消耗 [FF0000]50000[-] 灵石方可“变幻”成功！[-]
4216	[663411]选择此脸，需要消耗 [FF0000]100000[-] 灵石方可“变幻”成功！[-]

4220	[663411]容我三思[-]

4300	肉身成圣诀
4301	千面宗秘法

//仙魔鬼
4400	修为不足，无法进入！
4401	----

4501	在西方极乐需以陆行的方式，否则就会被视为挑衅。
4502	在妖界需以飞行的方式，否则就会被视为挑衅。
4503	在迷雾之海需以御海的方式，否则就会被视为挑衅。

4511	寻佛进程：
4512	妖界进程：
4513	雾海进程：

4521	陆行速度：
4522	飞行速度：
4523	御海速度：

4530	{0} -> {1}



4550	奉上功德
4551	奉上礼物

4560	此处散仙方可进入！
4561	此处地仙方可进入！
4562	此处金仙方可进入！
4563	暂未开放！
4564	领悟功法《御鬼真诀》可以进入往生池
4565	领悟功法《御魔真诀》可以进入魔殿
4566	暂未开放！
4567	暂未开放！
4568	暂未开放！

4570	暂未开放！
4571	领悟功法《御兽真诀》后可以进入仙兽岛！
4572	领悟功法《御鬼真诀》后可以进入往生池！
4573	领悟功法《御魔真诀》后可以进入魔殿！

4580	一路向西
4581	一路向北
4582	一路向东
4583	10次

4584	佛缘
4585	妖缘
4586	海缘

4588	主持
4589	妖王
4590	海王

4592	寺庙
4593	妖国
4594	龙宫

4596	佛塔级别
4597	妖塔级别
4598	龙宫级别


//本命法宝
4600	未学习《一气化三清术》无法获取第一元神
4601	未学习《一气化三清术》无法获取第二元神
4602	未学习《一气化三清术》无法获取第三元神
4650	[663411]是否绑定此法宝！[-]
4651	[663411]解绑需要消耗[FF0000]十亿修为[-]，是否要解绑此法宝？[-]

4660	{0}/百年

4670	{0}尚未通关！

4680	境界不足！

4700	克纯克纯，无地非天，常真真常，玄之又玄。绵绵密密，道无不圆，功造其极，惟我独仙。\n\n我自凡间来，今朝入仙籍！\n\n修无上功德，斩万千邪魔！六道平和，维我道统！

4701	天地不仁，以万物为刍狗。天道不公，是以魔火焚我残躯,以身侍魔。\n\n今日入魔道，左青龙，右白虎，老牛在腰间，龙头在胸口；人挡杀人，佛挡杀佛！\n\n哈哈哈哈哈！
4702	八方恶鬼，听我号令，六界众生，侍我灵肉。血池肉林，庆我重生。诸等地狱，任我遨游，天绝地灭，不入轮回。无神无佛，惟我独尊！\n\n我等从今尽未来际，宁碎此身犹如微尘！今日入鬼道，铁犁耕之，血流成河，经百千劫，誓不违真我喜恶；顺我者昌，逆我者亡！\n\n杀！杀！杀！

4703	众生度尽，方证菩提，天道无情、众生皆苦，红尘六欲、我甘沉浮。\n\n无人相，无我相，无众生相，无寿者相。\n\n是诸法空相，不生不灭，不垢不净，不增不减。\n\n阿弥陀佛
4704	沧海虚空，任我翱翔！千变万化，随心所欲！\n\n滔天妖气，鬼神惊惧，六道众生，扬我威名！\n\n今日入妖道，来日吞天地！

4710	我欲成仙
4711	我欲成魔
4712	我欲成鬼
4713	我欲成佛
4714	我欲成妖

4750	妖僧
4751	妖魔
4752	海妖

4760	圣僧
4761	大妖
4762	大海妖

4770	此处由{0}把持，想要在通过本关，必须打败如下守关者：
4780	此处由{0}把持，想要在通过本关，只需奉上功德：
4781	此处由{0}把持，想要在通过本关，只需奉上礼物：

	
4801	一品
4802	二品
4803	三品
4804	四品
4805	五品
4806	六品
4807	七品
4808	八品
4809	九品
4810	仙一
4811	仙二
4812	仙三
4813	仙四
4814	仙五
4815	仙六
4816	仙七
4817	仙八
4818	仙九
4819	皇级
4820	圣级

//宠物
4900	等级：{0}（{1}/{2}）
4901	种族：{0}
4902	性别：{0}
4903	忠诚：{0}
4904	谱代：{0}
4905	天赋：{0}
4906	身份牌：{0}
4907	成长：{0}

4910	移动方式：{0}
4911	移动速度：{0}
4912	可否骑乘：{0}

4920	{0}
4921	防御
4922	生命
4923	暴击

4940	未知
4941	攻击型
4942	防御型
4943	平均型

4950	孵化池中没有宠物蛋。
4960	聚灵阵 {0}级
4961	{0}年

4970	[663411]您确定要升级仙兽坊吗？[-]
4971	{0}级仙兽坊
4972	最多容纳{0}个仙兽

4981	妖族
4982	鬼族
4983	魔族
4984	海族
4985	龙族
4986	凤族
4987	兽族

4990	该宠物不可骑乘！
4991	[FF0000]放生后将退还妖丹。确定要放生 {0} 吗？[-]
4992	宠物名字不能为空！
4993	宠物等级不足，无法担此重任！

5000	初代
5001	一代
5002	二代
5003	三代
5004	四代
5005	五代

5100	未领悟

5150	空闲
5151	骑乘
5152	出战

5200	[663411FF]修改仙宠名字，需要花费5000灵石。[-]

//圣诞礼物
5250	没想到道友已经能自由出入玉皇天了！
5251	相逢就是缘分，我就送一份礼物给道友！
5252	以下是送与道友的礼物！\n[C5C545]道友在元婴出窍之时，可事半功倍！[-]

5260	哈哈！本座何处去不得？
5261	那怎么好意思？
5262	那本座就笑纳了

5270	关你何事？告辞！
5271	哼！没兴趣！
5272	哼！本座不稀罕！

5350	这么巧能在此遇见道友！
5351	相逢就是缘分，我就送一份礼物给道友！
5352	[C5C545]这是我在仙兽岛获取的仙兽蛋就送几枚给道友玩玩吧！[-]


5360	道友有礼！
5361	道友太客气了！
5362	那本座就勉为其难收下了

5370	哼！告辞！
5371	哼！没兴趣！
5372	哼！本座不稀罕！

5400	道友，节日快乐，以下礼物请笑纳！\n\n[FF0000]满足领取条件即可领取，礼物之间互不冲突！[-]\n\n[1D64CE]任何人都可以领取第一份礼物！[-]\n\n出窍期以上修为可以额外领取第二份礼物！\n\n[FFFF00]洞虚期以上修为可以额外领取第三份礼物！[-]

5401	[FFFF00]第一份礼物内容如下：[-]
5402	[FFFF00]第二份礼物内容如下：[-]
5403	[FFFF00]第三份礼物内容如下：[-]

5500	仙兽岛
5501	往生池
5502	魔殿

5510	[7B4A43]仙兽岛蕴含大量灵气，是各种奇珍异兽生长最好的地方。\n\n[0E8A0E]在此处行走不需要消耗灵石。[-]\n\n[FF0000]掌握《御兽真诀》的仙人方有资格进入此地。\n\n[-]在此探索，有几率得到妖丹，幸运者可能得到各种宠物蛋。\n\n[1D64CE]宠物蛋中以黑色最为珍惜\n\n[-][-]

5511	[7B4A43]往生池蕴含大量鬼气，是各种恶鬼生长最好的地方。\n\n[0E8A0E]在此处行走不需要消耗灵石。[-]\n\n[FF0000]掌握《御鬼真诀》方有资格进入此地。\n\n[-]在此探索，有几率得到妖丹，幸运者可能得到各种宠物蛋。\n\n[1D64CE]宠物蛋中以黑色最为珍惜\n\n[-][-]

5512	[7B4A43]魔殿蕴含大量魔气，是各种恶魔生长最好的地方。\n\n[0E8A0E]在此处行走不需要消耗灵石。[-]\n\n[FF0000]掌握《御魔真诀》方有资格进入此地。\n\n[-]在此探索，有几率得到妖丹，幸运者可能得到各种宠物蛋。\n\n[1D64CE]宠物蛋中以黑色最为珍惜\n\n[-][-]

5600	师兄也来闯秘境？
5601	最近昆仑寻龙有了新的进展，有道友发现了一个秘境，据说里面有许多特殊的宝贝。\n\n[FF0000]此地，进入需要一枚昆仑秘令。[-]\n\n由于此地被“小周天阵”封锁，学会此阵之前每百年只能进入一次。[-][7B4A43]\n\n学会“小周天阵”后，每百年可以额外进入一次\n\n昆仑秘令可在门派宝库里兑换。[-]\n\n师兄可有兴趣进去看看？

5602	我境界浅薄无法进入，只能在此静候师兄佳音。[0E8A0E]\n\n如果师兄有得到特殊的宝物，可以跟我兑换。[-]\n\n以下宝物师兄其他方式都可以获取，兑换前师兄先想清楚！

5610	这么巧又遇到师弟了
5611	废话，里面的宝物都跟我有缘
5612	兑换宝物

5620	懒得与你废话，告辞
5621	没兴趣
5622	没兴趣

//仙魔
5700	仙
5701	魔
5702	鬼
5703	佛
5704	妖

5710	我欲成{0}
5711	{0}气：{1}
5712	{0}气吸收：{1}~{2}/5秒
5713	升级{0}气：{1}
5714	预览{0}修

5720	仙魔互转后，@typename气、@typename功尽失，仅保留@typename体等级
5721	您处于预览模式！

5722	[CC0000]道友心血来潮，突然不想炼制本炉丹药，决定强行终止。\n终止后，已经放入丹炉中的材料将全部废弃。[-]
5723	[CC0000]道友心血来潮，突然不想炼制本炉法宝，决定强行终止。\n终止后，已经放入炼器炉中的材料将全部废弃。[-]
5724	强行终止
5725	关闭

5800	壹
5801	贰
5802	叁
5803	肆
5804	伍
5805	伍

5810	戊戌神犬
5811	万仙大礼
5812	万仙红包
5813	珍藏版戒指
5814	长生大帝
5815	长生大帝

5820	[663411]大焚天无尽的红莲业火，正是戊戌神犬最佳的繁衍、成长之地。\n[CC0000]万仙大会期间，每位道友每天可以免费领取1朵红莲业火。[-]\n凑足红莲业火可兑换“戊戌神犬蛋”一枚。\n[FFFF00]兽、妖、鬼、魔不同种族的神犬请仔细查看说明根据自身需求兑换。[-][1D64CE]\n错过活动，则需要在大焚天使用上品灵石购买或者在“红莲地狱”使用功德购买。[-][-]
5821	[663411]本次万仙大会，将根据每位道友的情况发放不同的礼物。\n[AAAA00]礼物在万仙大会结束后仍可领取，请注意领取时限[-]\n每份礼物只能领取一次。\n\n[CC0000]万仙大礼：@ex_time期间可领取\n总共有且仅有一份[-][-]
5822	[663411]参加本次万仙大会的每位道友，每天都可以领取一份万仙红包。\n\n大会期间，每日都可以领取。\n\n[CC0000]万仙大会：@time期间可领取\n每日可领取一份[-][-]
5823	[663411]参加万仙大会的人都可以领取一枚“万仙戒指”作为纪念。[-]\n[CC0000]万仙大会：@time期间可领取\n总共有且仅有一份[-]
5824	[663411]@time期间充值奖励\n[CC0000]本活动仅计算在活动期间的充值数量[-][-]
5825	[663411]南极天界主长生大帝，凝神金阙，思念世间一切众生三灾八难，一切众苦九幽泉酆，一切罪魂受报缘对。\n故此，在万仙大会上，长生大帝拿出新创的功法《万仙真诀》给诸位道友参详，共赴长生大道。\n\n[EE0000]万仙大会：@time期间可领取\n每日可领取一份[-][-]

5830	：{0}上灵   可领取如下礼物
5831	[EEEE00]每充值1000上灵可领取如下礼物，最多可领取10次[-]

5840	@time期间可领取

5850	修真百年回馈礼物
5851	修真千年回馈礼物
5852	修真万年回馈礼物
5853	百元礼物
5854	千元礼物
5855	万元礼物

5860	活动尚未开始
5862	活动已经结束

6870	万仙大礼
6871	小小礼物，不成敬意：

6900	道友请留步！
6901	道友可是要参加三万年一轮的万仙大会？
6902	万仙大会持续一千年，请道友注意参加时间。\n[CC0000]太初界与混元界第一届万仙大会举办时间为：@time[-]\n金丹及以上修为的道友均可参加本次“万仙大会”活动，活动期间可以进入万仙大会会场，除万仙大礼外，错过时间将无法进入。\n[EEEE00]万仙大礼只要满足条件，从@ex_time期间都可领取[-]\n[CC0000]称心如意兑换进入时间为：@ex_time[-]\n错过兑换时间，将无法进入。\n[4F8EBD]万仙大会的特殊奖励在活动结束后将提供其他获取方式。[-]


6910	何故拦着本座？
6911	没错，速速让开
6912	称心如意

6920	[7B4A43]举办时间：[-]@time
6921	[CC0000]您已领取过该奖励[-]

6930	恭喜道友，已修真百年，这是您的礼物，祝您事事顺心
6931	恭喜道友，已修真千年，这是您的礼物，祝您事事顺心
6932	恭喜道友，已修真五千年，这是您的礼物，祝您事事顺心
6933	恭喜道友，已修真万年，这是您的礼物，祝您事事顺心
6934	恭喜道友，已修真一万五年，这是您的礼物，祝您事事顺心
6935	恭喜道友，修真至今，已经超过百元，这是您的礼物，祝您事事顺心
6936	恭喜道友，修真至今，已经超过千元，这是您的礼物，祝您事事顺心
6937	恭喜道友，修真至今，已经获得进入奇珍会顶层的资格，这是您的礼物
6938	恭喜道友，获得本项礼物资格，祝您富贵荣华，气运加身
6939	恭喜道友，获得本项礼物资格，祝您富甲天下，称心如意

6950	已领取
6951	今日已领取

//修真20000年
6960	道友请留步！没想到两万年的岁月长河竟然没将道友洗掉！
6961	修行之路漫漫，多少前人已消失在岁月长河里，道友的道心确实世之罕见！
6962	这是送与道友的礼物，祝道友：\n[FFFF00]仙福永享，早日修成长生大道！[-]

6970	哼！本座道心坚定
6971	过奖了！
6972	唔，吾心甚慰

6980	关你何事？告辞！
6981	婆婆妈妈，太烦了
6982	哼！莫要拿俗物羞辱本座！

//修真25000年
7060	道友请留步！两万五千年过去了，还能见到道友的身影实属不易！
7061	道友的道心确实超凡脱俗，令人钦佩！
7062	这是送与道友的礼物，祝道友：\n[FFFF00]仙福永享，早日修成长生大道！[-]

7070	我要修真万万年
7071	废话少说，礼物拿来！
7072	唔，勉强收下吧！

7080	本座有事要忙！
7081	这还需要你说？
7082	哼！莫要拿俗物羞辱本座！




































































