level_XBXXZ	neednum_XBXXZ	exp_XBXXZ	itemid_XBXXZ	text_XBXXZ
150	1	39800000	2848	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
151	1	40000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
152	1	40200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
153	1	40400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
154	1	40600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
155	1	40800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
156	1	41000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
157	1	41200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
158	1	41400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
159	1	41600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
160	1	41800000	2849	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
161	1	42000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
162	1	42200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
163	1	42400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
164	1	42600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
165	1	42800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
166	1	43000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
167	1	43200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
168	1	43400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
169	1	43600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
170	1	43800000	2850	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
171	1	44000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
172	1	44200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
173	1	44400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
174	1	44600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
175	1	44800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
176	1	45000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
177	1	45200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
178	1	45400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
179	1	45600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
180	1	45800000	2851	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
181	2	46000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
182	2	46200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
183	2	46400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
184	2	46600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
185	2	46800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
186	2	47000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
187	2	47200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
188	2	47400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
189	2	47600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
190	2	47800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
191	2	48000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
192	2	48200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
193	2	48400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
194	2	48600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
195	2	48800000	2973	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
196	2	49000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
197	2	49200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
198	2	49400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
199	2	49600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
200	2	49800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
201	2	50000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
202	2	50200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
203	2	50400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
204	2	50600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
205	2	50800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
206	2	51000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
207	2	51200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
208	2	51400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
209	2	51600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
210	2	51800000	2974	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
211	2	52000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
212	2	52200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
213	2	52400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
214	2	52600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
215	2	52800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
216	2	53000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
217	2	53200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
218	2	53400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
219	2	53600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
220	2	53800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
221	2	54000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
222	2	54200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
223	2	54400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
224	2	54600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
225	2	54800000	2975	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
226	2	55000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
227	2	55200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
228	2	55400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
229	2	55600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
230	2	55800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
231	2	56000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
232	2	56200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
233	2	56400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
234	2	56600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
235	2	56800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
236	2	57000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
237	2	57200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
238	2	57400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
239	2	57600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
240	2	57800000	2976	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
241	2	58000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
242	2	58200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
243	2	58400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
244	2	58600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
245	2	58800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
246	2	59000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
247	2	59200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
248	2	59400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
249	2	59600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
250	2	59800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
251	2	60000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
252	2	60200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
253	2	60400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
254	2	60600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
255	2	60800000	2977	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
256	2	61000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
257	2	61200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
258	2	61400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
259	2	61600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
260	2	61800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
261	2	62000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
262	2	62200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
263	2	62400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
264	2	62600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
265	2	62800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
266	2	63000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
267	2	63200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
268	2	63400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
269	2	63600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
270	2	63800000	2978	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
271	2	64000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
272	2	64200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
273	2	64400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
274	2	64600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
275	2	64800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
276	2	65000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
277	2	65200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
278	2	65400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
279	2	65600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
280	2	65800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
281	2	66000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
282	2	66200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
283	2	66400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
284	2	66600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
285	2	66800000	2979	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
286	2	67000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
287	2	67200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
288	2	67400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
289	2	67600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
290	2	67800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
291	2	68000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
292	2	68200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
293	2	68400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
294	2	68600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
295	2	68800000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
296	2	69000000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
297	2	69200000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
298	2	69400000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
299	2	69600000		茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，略有收获！修为增加了：{2}
300	2	69800000	2980	茶香渺渺，{0}道心清明，静心感悟天道。过往的修炼经历浮现脑海，经过一番感悟，{1}道心愈发坚定，于修炼大道上，大有收获！修为增加了：{2}，同时领悟了一套新的修炼秘诀：《{3}》
