ID_XBXXZ	Name_XBXXZ	FiveElements_XBXXZ	Level_XBXXZ	Type_XBXXZ	Effect_XBXXZ	LevelLimit_XBXXZ	UpType_XBXXZ	InitValue_XBXXZ	UpdataValue_XBXXZ	Cost2_XBXXZ	Cost3_XBXXZ	Cost4_XBXXZ	Cost5_XBXXZ	Cost6_XBXXZ	Cost7_XBXXZ	Cost8_XBXXZ	Cost9_XBXXZ	Cost10_XBXXZ
340	独尊遁术	2	4	邪派	增加自身速度	10	3	37	37	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
341	九煞遁术	3	4	邪派	增加自身速度	10	3	38	37	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
342	伏龙遁术	4	4	正派	增加自身速度	10	3	36	38	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
343	玄音遁术	5	4	中立	增加自身速度	10	3	37	38	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
344	落日遁术	1	4	邪派	增加自身速度	10	3	40	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
345	生死遁术	2	4	邪派	增加自身速度	10	3	41	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
346	隐神遁术	3	4	中立	增加自身速度	10	3	42	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
347	合欢遁术	4	5	邪派	增加自身速度	10	3	48	45	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
348	碧云遁术	5	5	中立	增加自身速度	10	3	45	46	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
349	焚香遁术	1	5	邪派	增加自身速度	10	3	46	46	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
350	灵寂遁术	2	5	中立	增加自身速度	10	3	47	47	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
351	无心遁术	3	5	中立	增加自身速度	10	3	48	47	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
352	无为遁术	4	5	中立	增加自身速度	10	3	46	48	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
353	上清遁术	5	5	正派	增加自身速度	10	3	47	48	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
354	天师遁术	1	5	正派	增加自身速度	10	3	48	49	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
355	恶魔遁术	2	6	邪派	增加自身速度	10	3	54	54	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
356	死亡遁术	3	6	邪派	增加自身速度	10	3	60	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
357	凌云遁术	4	6	正派	增加自身速度	10	3	61	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
358	云霄遁术	5	6	正派	增加自身速度	10	3	67	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
359	华音遁术	1	6	正派	增加自身速度	10	3	68	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
360	天魔遁术	2	6	邪派	增加自身速度	10	3	65	66	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
361	玄灵遁术	3	7	正派	增加自身速度	10	3	71	71	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
362	浩天遁术	4	7	正派	增加自身速度	10	3	72	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
363	紫门遁术	5	7	正派	增加自身速度	10	3	73	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
364	碧凌遁术	1	7	中立	增加自身速度	10	3	71	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
365	魔泯遁术	2	7	邪派	增加自身速度	10	3	72	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
366	碧宵遁术	3	7	正派	增加自身速度	10	3	75	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
367	玉女遁术	4	7	正派	增加自身速度	10	3	76	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
368	天道遁术	5	7	正派	增加自身速度	10	3	77	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
369	天衍遁术	1	7	正派	增加自身速度	10	3	83	80	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
370	百媚遁术	2	7	邪派	增加自身速度	10	3	80	81	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
371	天鉴遁术	3	8	正派	增加自身速度	10	3	86	86	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
372	青云遁术	4	8	正派	增加自身速度	10	3	87	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
373	飘渺遁术	5	8	正派	增加自身速度	10	3	88	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
374	宵水遁术	1	8	邪派	增加自身速度	10	3	86	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
375	赤血遁术	2	8	邪派	增加自身速度	10	3	87	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
376	嗜魔遁术	3	8	邪派	增加自身速度	10	3	88	89	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
377	鬼王遁术	4	8	邪派	增加自身速度	10	3	94	94	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
378	紫霄遁术	5	8	正派	增加自身速度	10	3	100	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
379	无极遁术	1	8	正派	增加自身速度	10	3	101	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
380	魔神遁术	2	9	邪派	增加自身速度	10	3	112	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
381	万佛遁术	3	9	中立	增加自身速度	10	3	113	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
382	五灵遁术	4	9	中立	增加自身速度	10	3	110	111	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
383	玄天遁术	5	9	正派	增加自身速度	10	3	116	116	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
384	神兽遁术	1	9	正派	增加自身速度	10	3	117	117	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
385	天阳遁术	2	9	正派	增加自身速度	10	3	118	117	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
386	玄武遁术	3	9	中立	增加自身速度	10	3	116	118	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
387	蜀山遁术	4	9	正派	增加自身速度	10	3	117	118	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
388	极上身法	5	1	正派	增加自身闪避	10	10	5	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
389	虚空身法	1	1	中立	增加自身闪避	10	10	6	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
390	湖心身法	2	1	邪派	增加自身闪避	10	10	7	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
391	烈山身法	3	1	邪派	增加自身闪避	10	10	8	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
392	苍羽身法	4	1	中立	增加自身闪避	10	10	5	6	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
393	逍遥身法	5	1	中立	增加自身闪避	10	10	6	6	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
394	青霞身法	1	1	正派	增加自身闪避	10	10	7	7	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
395	黄泉身法	2	1	邪派	增加自身闪避	10	10	8	7	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
396	天心身法	3	1	中立	增加自身闪避	10	10	6	8	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
397	茅山身法	4	1	正派	增加自身闪避	10	10	7	8	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
398	龙虎身法	5	1	正派	增加自身闪避	10	10	8	9	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
399	斗狂身法	1	1	邪派	增加自身闪避	10	10	9	9	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
400	巨灵身法	2	2	中立	增加自身闪避	10	10	15	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
401	聚魔身法	3	2	邪派	增加自身闪避	10	10	16	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
402	衔月身法	4	2	中立	增加自身闪避	10	10	17	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
403	魁星身法	5	2	正派	增加自身闪避	10	10	18	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
404	照阳身法	1	2	正派	增加自身闪避	10	10	15	16	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
405	南紫身法	2	2	中立	增加自身闪避	10	10	16	16	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
406	天海身法	3	2	正派	增加自身闪避	10	10	17	17	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
407	神农身法	4	2	中立	增加自身闪避	10	10	18	17	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
408	血煞身法	5	2	邪派	增加自身闪避	10	10	16	18	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
409	仙侣身法	1	2	中立	增加自身闪避	10	10	17	18	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
410	天华身法	2	3	正派	增加自身闪避	10	10	20	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
411	九黎身法	3	3	中立	增加自身闪避	10	10	21	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
412	月音身法	4	3	邪派	增加自身闪避	10	10	22	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
413	归一身法	5	3	正派	增加自身闪避	10	10	23	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
414	五行身法	1	3	正派	增加自身闪避	10	10	20	21	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
415	潜龙身法	2	3	中立	增加自身闪避	10	10	21	21	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
416	神意身法	3	3	正派	增加自身闪避	10	10	22	22	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
417	寒毒身法	4	3	邪派	增加自身闪避	10	10	23	22	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
418	青羽身法	5	3	正派	增加自身闪避	10	10	21	23	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
419	古月身法	1	3	正派	增加自身闪避	10	10	22	23	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
420	斩棘身法	2	3	邪派	增加自身闪避	10	10	23	24	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
421	菩提身法	3	3	正派	增加自身闪避	10	10	24	24	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
422	风清身法	4	3	正派	增加自身闪避	10	10	30	30	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
423	无极身法	5	3	正派	增加自身闪避	10	10	31	30	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
424	天音身法	1	4	中立	增加自身闪避	10	10	37	35	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
425	灵山身法	2	4	中立	增加自身闪避	10	10	38	35	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
426	法华身法	3	4	正派	增加自身闪避	10	10	35	36	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
427	金顶身法	4	4	中立	增加自身闪避	10	10	36	36	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
428	独尊身法	5	4	邪派	增加自身闪避	10	10	37	37	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
429	九煞身法	1	4	邪派	增加自身闪避	10	10	38	37	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
430	伏龙身法	2	4	正派	增加自身闪避	10	10	36	38	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
431	玄音身法	3	4	中立	增加自身闪避	10	10	37	38	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
432	落日身法	4	4	邪派	增加自身闪避	10	10	40	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
433	生死身法	5	4	邪派	增加自身闪避	10	10	41	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
434	隐神身法	1	4	中立	增加自身闪避	10	10	42	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
435	合欢身法	2	5	邪派	增加自身闪避	10	10	48	45	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
436	碧云身法	3	5	中立	增加自身闪避	10	10	45	46	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
437	焚香身法	4	5	邪派	增加自身闪避	10	10	46	46	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
438	灵寂身法	5	5	中立	增加自身闪避	10	10	47	47	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
439	无心身法	1	5	中立	增加自身闪避	10	10	48	47	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
440	无为身法	2	5	中立	增加自身闪避	10	10	46	48	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
441	上清身法	3	5	正派	增加自身闪避	10	10	47	48	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
442	天师身法	4	5	正派	增加自身闪避	10	10	48	49	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
443	恶魔身法	5	6	邪派	增加自身闪避	10	10	54	54	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
444	死亡身法	1	6	邪派	增加自身闪避	10	10	60	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
445	凌云身法	2	6	正派	增加自身闪避	10	10	61	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
446	云霄身法	3	6	正派	增加自身闪避	10	10	67	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
447	华音身法	4	6	正派	增加自身闪避	10	10	68	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
448	天魔身法	5	6	邪派	增加自身闪避	10	10	65	66	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
449	玄灵身法	1	7	正派	增加自身闪避	10	10	71	71	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
450	浩天身法	2	7	正派	增加自身闪避	10	10	72	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
451	紫门身法	3	7	正派	增加自身闪避	10	10	73	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
452	碧凌身法	4	7	中立	增加自身闪避	10	10	71	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
453	魔泯身法	5	7	邪派	增加自身闪避	10	10	72	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
454	碧宵身法	1	7	正派	增加自身闪避	10	10	75	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
455	玉女身法	2	7	正派	增加自身闪避	10	10	76	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
456	天道身法	3	7	正派	增加自身闪避	10	10	77	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
457	天衍身法	4	7	正派	增加自身闪避	10	10	83	80	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
458	百媚身法	5	7	邪派	增加自身闪避	10	10	80	81	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
459	天鉴身法	1	8	正派	增加自身闪避	10	10	86	86	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
460	青云身法	2	8	正派	增加自身闪避	10	10	87	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
461	飘渺身法	3	8	正派	增加自身闪避	10	10	88	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
462	宵水身法	4	8	邪派	增加自身闪避	10	10	86	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
463	赤血身法	5	8	邪派	增加自身闪避	10	10	87	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
464	嗜魔身法	1	8	邪派	增加自身闪避	10	10	88	89	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
465	鬼王身法	2	8	邪派	增加自身闪避	10	10	94	94	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
466	紫霄身法	3	8	正派	增加自身闪避	10	10	100	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
467	无极身法	4	8	正派	增加自身闪避	10	10	101	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
468	魔神身法	5	9	邪派	增加自身闪避	10	10	112	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
469	万佛身法	1	9	中立	增加自身闪避	10	10	113	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
470	五灵身法	2	9	中立	增加自身闪避	10	10	110	111	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
471	玄天身法	3	9	正派	增加自身闪避	10	10	116	116	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
472	神兽身法	4	9	正派	增加自身闪避	10	10	117	117	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
473	天阳身法	5	9	正派	增加自身闪避	10	10	118	117	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
474	玄武身法	1	9	中立	增加自身闪避	10	10	116	118	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
475	蜀山身法	2	9	正派	增加自身闪避	10	10	117	118	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
476	极上真经	3	2	正派	增加渡劫雷抗	10	12	5	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
477	虚空真经	4	2	中立	增加渡劫雷抗	10	12	6	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
478	湖心真经	5	2	邪派	增加渡劫雷抗	10	12	7	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
479	烈山真经	1	2	邪派	增加渡劫雷抗	10	12	8	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
480	苍羽真经	2	2	中立	增加渡劫雷抗	10	12	5	6	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
481	逍遥真经	3	2	中立	增加渡劫雷抗	10	12	6	6	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
482	青霞真经	4	2	正派	增加渡劫雷抗	10	12	7	7	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
483	黄泉真经	5	2	邪派	增加渡劫雷抗	10	12	8	7	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
484	天心真经	1	2	中立	增加渡劫雷抗	10	12	6	8	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
485	茅山真经	2	2	正派	增加渡劫雷抗	10	12	7	8	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
486	龙虎真经	3	2	正派	增加渡劫雷抗	10	12	8	9	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
487	斗狂真经	4	2	邪派	增加渡劫雷抗	10	12	9	9	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
488	巨灵真经	5	3	中立	增加渡劫雷抗	10	12	15	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
489	聚魔真经	1	3	邪派	增加渡劫雷抗	10	12	16	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
490	衔月真经	2	3	中立	增加渡劫雷抗	10	12	17	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
491	魁星真经	3	3	正派	增加渡劫雷抗	10	12	18	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
492	照阳真经	4	3	正派	增加渡劫雷抗	10	12	15	16	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
493	南紫真经	5	3	中立	增加渡劫雷抗	10	12	16	16	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
494	天海真经	1	3	正派	增加渡劫雷抗	10	12	17	17	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
495	神农真经	2	3	中立	增加渡劫雷抗	10	12	18	17	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
496	血煞真经	3	3	邪派	增加渡劫雷抗	10	12	16	18	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
497	仙侣真经	4	3	中立	增加渡劫雷抗	10	12	17	18	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
498	天华真经	5	4	正派	增加渡劫雷抗	10	12	20	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
499	九黎真经	1	4	中立	增加渡劫雷抗	10	12	21	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
500	月音真经	2	4	邪派	增加渡劫雷抗	10	12	22	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
501	归一真经	3	4	正派	增加渡劫雷抗	10	12	23	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
502	五行真经	4	4	正派	增加渡劫雷抗	10	12	20	21	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
503	潜龙真经	5	4	中立	增加渡劫雷抗	10	12	21	21	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
504	神意真经	1	4	正派	增加渡劫雷抗	10	12	22	22	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
505	寒毒真经	2	4	邪派	增加渡劫雷抗	10	12	23	22	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
506	青羽真经	3	4	正派	增加渡劫雷抗	10	12	21	23	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
507	古月真经	4	4	正派	增加渡劫雷抗	10	12	22	23	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
508	斩棘真经	5	4	邪派	增加渡劫雷抗	10	12	23	24	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
509	菩提真经	1	4	正派	增加渡劫雷抗	10	12	24	24	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
510	风清真经	2	4	正派	增加渡劫雷抗	10	12	30	30	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
511	无极真经	3	4	正派	增加渡劫雷抗	10	12	31	30	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
512	天音真经	4	5	中立	增加渡劫雷抗	10	12	37	35	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
513	灵山真经	5	5	中立	增加渡劫雷抗	10	12	38	35	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
514	法华真经	1	5	正派	增加渡劫雷抗	10	12	35	36	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
515	金顶真经	2	5	中立	增加渡劫雷抗	10	12	36	36	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
516	独尊真经	3	5	邪派	增加渡劫雷抗	10	12	37	37	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
517	九煞真经	4	5	邪派	增加渡劫雷抗	10	12	38	37	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
518	伏龙真经	5	5	正派	增加渡劫雷抗	10	12	36	38	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
519	玄音真经	1	5	中立	增加渡劫雷抗	10	12	37	38	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
520	落日真经	2	5	邪派	增加渡劫雷抗	10	12	40	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
521	生死真经	3	5	邪派	增加渡劫雷抗	10	12	41	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
522	隐神真经	4	5	中立	增加渡劫雷抗	10	12	42	40	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
523	合欢真经	5	6	邪派	增加渡劫雷抗	10	12	48	45	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
524	碧云真经	1	6	中立	增加渡劫雷抗	10	12	45	46	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
525	焚香真经	2	6	邪派	增加渡劫雷抗	10	12	46	46	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
526	灵寂真经	3	6	中立	增加渡劫雷抗	10	12	47	47	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
527	无心真经	4	6	中立	增加渡劫雷抗	10	12	48	47	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
528	无为真经	5	6	中立	增加渡劫雷抗	10	12	46	48	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
529	上清真经	1	6	正派	增加渡劫雷抗	10	12	47	48	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
530	天师真经	2	6	正派	增加渡劫雷抗	10	12	48	49	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
531	恶魔真经	3	7	邪派	增加渡劫雷抗	10	12	54	54	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
532	死亡真经	4	7	邪派	增加渡劫雷抗	10	12	60	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
533	凌云真经	5	7	正派	增加渡劫雷抗	10	12	61	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
534	云霄真经	1	7	正派	增加渡劫雷抗	10	12	67	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
535	华音真经	2	7	正派	增加渡劫雷抗	10	12	68	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
536	天魔真经	3	7	邪派	增加渡劫雷抗	10	12	65	66	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
537	玄灵真经	4	8	正派	增加渡劫雷抗	10	12	71	71	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
538	浩天真经	5	8	正派	增加渡劫雷抗	10	12	72	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
539	紫门真经	1	8	正派	增加渡劫雷抗	10	12	73	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
540	碧凌真经	2	8	中立	增加渡劫雷抗	10	12	71	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
541	魔泯真经	3	8	邪派	增加渡劫雷抗	10	12	72	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
542	碧宵真经	4	8	正派	增加渡劫雷抗	10	12	75	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
543	玉女真经	5	8	正派	增加渡劫雷抗	10	12	76	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
544	天道真经	1	8	正派	增加渡劫雷抗	10	12	77	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
545	天衍真经	2	8	正派	增加渡劫雷抗	10	12	83	80	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
546	百媚真经	3	8	邪派	增加渡劫雷抗	10	12	80	81	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
547	天鉴真经	4	9	正派	增加渡劫雷抗	10	12	86	86	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
548	青云真经	5	9	正派	增加渡劫雷抗	10	12	87	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
549	飘渺真经	1	9	正派	增加渡劫雷抗	10	12	88	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
550	宵水真经	2	9	邪派	增加渡劫雷抗	10	12	86	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
551	赤血真经	3	9	邪派	增加渡劫雷抗	10	12	87	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
552	嗜魔真经	4	9	邪派	增加渡劫雷抗	10	12	88	89	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
553	鬼王真经	5	9	邪派	增加渡劫雷抗	10	12	94	94	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
554	紫霄真经	1	9	正派	增加渡劫雷抗	10	12	100	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
555	无极真经	2	9	正派	增加渡劫雷抗	10	12	101	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
556	魔神真经	3	9	邪派	增加渡劫雷抗	10	12	112	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
557	万佛真经	4	9	中立	增加渡劫雷抗	10	12	113	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
558	五灵真经	5	9	中立	增加渡劫雷抗	10	12	110	111	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
559	玄天真经	1	9	正派	增加渡劫雷抗	10	12	116	116	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
